reporterID GSM328803 GSM328805 GSM328816 GSM328818 GSM328828
493 100247.2 1 1 1 1 1
494 100247.1 1 1 0 1 1
495 100248.2 1 1 0 1 1
496 100248.1 1 1 0 1 1
497 100249.1 1 1 0 1 1
498 100249.2 1 1 1 1 1
499 100250.2 1 1 1 1 1
500 100250.1 1 1 0 1 1
501 100251.1 1 1 1 1 1
502 100251.2 1 1 1 1 1
503 100252.2 1 1 1 0 1
504 100252.1 1 1 1 0 1
505 100253.1 1 1 0 1 0
506 100253.2 1 1 1 0 0
507 100254.1 1 1 0 1 0
508 100254.2 1 1 1 0 1
509 100255.1 1 1 0 1 1
510 100255.2 1 0 0 1 1
511 100256.2 1 1 0 1 0
512 100256.1 1 0 0 1 0
513 100257.2 1 1 1 1 1
514 100257.1 1 1 1 1 1
515 100258.1 1 1 0 1 0
516 100258.2 1 1 1 1 0
517 100259.1 1 1 1 1 1
518 100259.2 1 1 1 1 1
519 100260.2 1 1 1 1 1
520 100260.1 1 1 1 1 1
521 100261.2 1 1 1 1 1
522 100261.1 1 1 1 1 1
523 100262.1 1 1 1 1 0
524 100262.2 1 1 0 0 1
525 100263.2 1 1 1 1 1
526 100263.1 1 1 1 1 1
527 100264.2 1 1 1 1 1
528 100264.1 1 1 1 1 1
529 100265.2 0 0 0 1 0
530 100265.1 0 0 0 0 0
531 100266.1 0 0 0 0 1
532 100266.2 1 0 1 0 1
533 100267.2 0 1 1 1 1
534 100267.1 1 0 1 0 0
535 100268.2 0 1 0 0 1
536 100268.1 0 1 1 0 1
537 100269.1 0 1 0 1 0
538 100269.2 1 1 0 1 1
539 100270.2 1 1 1 1 1
540 100270.1 1 1 1 1 1
541 100271.1 0 1 0 1 1
542 100271.2 0 1 0 1 1
543 100272.2 0 1 0 1 1
544 100272.1 0 0 0 1 1
545 100273.1 0 1 0 1 1
546 100273.2 1 1 0 1 1
547 100274.2 0 1 0 0 0
548 100274.1 1 0 0 0 0
549 100275.1 1 1 1 1 1
550 100275.2 1 1 1 1 1
551 100276.2 1 1 1 1 1
552 100276.1 1 1 1 1 1
553 100277.1 0 0 0 1 1
554 100277.2 0 0 0 1 0
555 100278.2 0 0 0 0 0
556 100278.1 0 0 0 0 0
557 100279.1 0 0 0 1 1
558 100279.2 0 0 0 1 0
559 100280.2 1 1 1 1 1
560 100280.1 1 1 1 0 1
561 100281.1 1 0 1 1 0
562 100281.2 0 1 0 1 0
563 100282.1 1 1 0 1 1
564 100282.2 0 1 0 1 1
565 100283.1 1 1 1 1 1
566 100283.2 1 1 1 1 1
567 100284.2 0 1 1 1 1
568 100284.1 1 0 1 1 1
569 100285.1 0 0 1 0 1
570 100285.2 0 0 0 1 1
571 100286.2 1 1 0 1 1
572 100286.1 1 1 0 1 1
573 100287.1 1 1 1 1 1
574 100287.2 1 1 1 1 1
575 100288.1 1 1 1 0 1
576 100288.2 1 1 1 0 1
577 100289.1 1 1 1 1 1
578 100289.2 1 0 1 1 0
579 100290.1 1 0 1 0 0
580 100290.2 1 0 1 0 0
581 100291.2 0 1 1 0 0
582 100291.1 1 1 1 1 0
583 100292.2 0 0 1 1 1
584 100292.1 0 0 1 1 1
585 100293.2 1 0 0 1 0
586 100293.1 1 0 1 1 0
587 100294.2 1 1 0 0 0
588 100294.1 1 1 0 1 0
589 100295.2 1 1 1 1 0
590 100295.1 1 1 1 1 1
591 100296.2 1 1 1 1 1
592 100296.1 0 1 0 1 1
593 100297.2 1 1 1 1 1
594 100297.1 1 1 1 1 1
595 100298.2 1 1 1 1 1
596 100298.1 1 1 1 1 1
597 100299.2 1 1 1 1 1
598 100299.1 1 1 1 1 1
599 100300.1 1 1 1 1 1
600 100300.2 1 1 1 1 1
601 100301.2 1 0 1 0 0
602 100301.1 1 0 1 1 0
603 100302.1 1 0 1 0 0
604 100302.2 1 0 1 0 1
605 100303.2 1 0 0 0 0
606 100303.1 0 1 1 0 0
607 100304.2 0 1 1 1 1
608 100304.1 1 0 1 1 1
609 100305.2 1 1 1 1 0
610 100305.1 1 1 1 1 0
611 100306.1 1 1 0 1 1
612 100306.2 1 1 1 1 1
613 100307.2 1 1 0 1 1
614 100307.1 1 1 0 1 1
615 100308.2 1 1 1 1 1
616 100308.1 1 1 1 1 1
617 100309.1 1 1 0 1 1
618 100309.2 1 0 0 1 1
619 100310.2 1 1 1 1 1
620 100310.1 1 1 1 1 1
621 100311.2 1 1 1 1 1
622 100311.1 1 1 1 1 1
623 100312.1 1 1 1 0 1
624 100312.2 1 1 1 1 1
625 100313.1 0 0 0 0 0
626 100313.2 0 0 0 0 0
627 100314.2 1 0 1 1 0
628 100314.1 1 0 1 1 0
629 100315.2 0 0 1 0 0
630 100315.1 0 0 1 0 1
631 100316.1 0 0 0 0 0
632 100316.2 0 0 0 0 0
633 100317.1 1 1 1 1 1
634 100317.2 1 0 1 1 0
635 100318.2 1 1 1 1 0
636 100318.1 1 1 1 1 1
637 100319.2 1 1 1 1 1
638 100319.1 1 1 1 0 0
639 100320.1 1 1 1 1 1
640 100320.2 1 1 1 1 1
641 100321.2 1 1 1 1 1
642 100321.1 1 1 1 1 1
643 100322.1 1 1 1 1 0
644 100322.2 1 1 1 1 0
645 100323.2 1 1 1 1 1
646 100323.1 1 1 1 1 1
647 100324.2 1 1 1 1 1
648 100324.1 1 1 1 1 1
649 100325.2 0 0 0 1 0
650 100325.1 0 1 0 1 0
651 100326.1 0 0 1 0 0
652 100326.2 1 0 0 0 0
653 100327.2 1 1 1 0 1
654 100327.1 0 1 1 0 1
655 100328.2 1 0 1 0 0
656 100328.1 1 0 0 0 1
657 100329.1 1 1 1 1 1
658 100329.2 1 1 0 1 0
659 100330.2 1 1 1 1 1
660 100330.1 1 1 0 1 1
661 100331.2 1 1 0 1 1
662 100331.1 1 1 0 1 1
663 100332.1 1 1 1 1 1
664 100332.2 1 1 0 0 1
665 100333.1 1 1 1 0 1
666 100333.2 1 1 1 0 1
667 100334.2 1 0 1 0 1
668 100334.1 1 1 1 0 0
669 100335.2 1 1 0 1 1
670 100335.1 0 1 0 1 1
671 100336.2 0 0 0 0 1
672 100336.1 1 0 0 0 0
673 100337.2 0 1 1 1 0
674 100337.1 1 0 1 0 0
675 100338.2 0 0 1 1 0
676 100338.1 0 0 1 1 0
677 100339.1 0 0 1 0 1
678 100339.2 0 0 1 0 0
679 100340.2 1 1 1 1 0
680 100340.1 1 1 1 0 1
681 100341.2 0 1 1 0 0
682 100341.1 1 1 0 1 0
683 100342.1 1 1 1 1 1
684 100342.2 1 1 1 1 1
685 100343.2 1 1 1 1 0
686 100343.1 1 1 1 1 1
687 100344.1 1 1 1 1 1
688 100344.2 1 1 0 1 1
689 100345.2 1 0 1 0 0
690 100345.1 0 1 1 0 1
691 100346.1 1 1 1 0 0
692 100346.2 1 1 1 0 1
693 100347.2 1 1 0 1 1
694 100347.1 1 1 1 1 1
695 100348.1 1 1 1 1 1
696 100348.2 1 1 0 0 1
697 100349.2 0 1 0 0 0
698 100349.1 0 1 1 0 0
699 100350.1 0 0 1 1 1
700 100350.2 0 0 1 1 0
701 100351.1 0 1 1 0 1
702 100351.2 0 1 1 1 1
703 100352.2 1 1 1 1 1
704 100352.1 0 0 1 1 0
705 100353.2 1 1 1 1 1
706 100353.1 1 1 1 1 0
707 100354.1 1 1 1 1 1
708 100354.2 1 1 0 1 1
709 100355.2 1 1 0 0 0
710 100355.1 0 1 0 0 0
711 100356.1 1 1 0 1 1
712 100356.2 1 1 1 1 1
713 100357.2 1 1 1 1 1
714 100357.1 0 1 1 1 1
715 100358.1 1 1 1 0 1
716 100358.2 1 1 1 1 1
717 100359.2 1 1 1 1 1
718 100359.1 1 1 0 1 1
719 100360.1 1 1 0 1 0
720 100360.2 1 1 0 1 0
721 100361.2 0 0 0 1 0
722 100361.1 0 0 0 0 0
723 100362.1 1 0 0 0 0
724 100362.2 0 0 0 0 0
725 100363.1 0 1 0 1 1
726 100363.2 0 0 1 1 0
727 100364.1 0 0 0 0 0
728 100364.2 0 0 0 0 0
729 100365.2 0 0 0 1 1
730 100365.1 0 0 0 1 0
731 100366.2 0 1 0 1 0
732 100366.1 0 1 1 1 0
733 100367.1 1 1 1 1 1
734 100367.2 1 1 1 1 1
735 100368.2 0 0 0 1 1
736 100368.1 0 0 0 1 1
737 100369.2 1 1 1 1 1
738 100369.1 1 1 1 1 1
739 100370.1 0 1 1 1 1
740 100370.2 1 1 1 0 1
741 100371.1 1 1 1 1 1
742 100371.2 1 1 1 1 1
743 100372.2 1 1 1 0 1
744 100372.1 1 0 0 0 1
745 100373.2 1 0 1 1 0
746 100373.1 1 0 1 1 0
747 100374.1 1 0 0 0 0
748 100374.2 0 0 0 0 0
749 100375.2 0 0 0 0 1
750 100375.1 0 0 0 0 0
751 100376.1 0 1 1 1 0
752 100376.2 0 0 1 1 1
753 100377.1 0 0 0 1 1
754 100377.2 0 1 1 1 1
755 100378.1 0 1 0 1 1
756 100378.2 0 1 0 1 1
757 100379.2 1 1 0 1 0
758 100379.1 0 1 1 1 1
759 100380.1 0 1 1 1 1
760 100380.2 1 1 0 1 1
761 100381.2 1 0 0 1 1
762 100381.1 1 1 0 1 1
763 100382.1 0 0 1 0 0
764 100382.2 0 0 1 0 0
765 100383.1 1 1 1 1 1
766 100383.2 1 0 1 1 1
767 100384.1 1 0 1 0 1
768 100384.2 1 0 0 0 1
769 100385.2 1 0 1 1 1
770 100385.1 1 1 0 0 1
771 100386.2 0 0 1 1 0
772 100386.1 0 0 1 1 0
773 100387.1 1 0 1 0 0
774 100387.2 1 0 0 0 0
775 100388.2 1 1 1 1 1
776 100388.1 1 1 1 1 1
777 100389.2 1 1 1 1 1
778 100389.1 1 1 1 1 1
779 100390.1 1 1 0 1 1
780 100390.2 1 1 1 1 1
781 100391.1 1 1 1 1 1
782 100391.2 1 1 1 1 1
783 100392.2 1 1 1 1 1
784 100392.1 1 1 1 1 1
785 100393.2 1 1 1 1 1
786 100393.1 1 1 1 1 1
787 100394.1 1 1 1 1 1
788 100394.2 1 1 1 1 1
789 100395.2 1 1 1 1 1
790 100395.1 1 1 1 1 1
791 100396.1 1 1 1 1 1
792 100396.2 0 0 1 0 1
793 100397.2 1 1 1 1 1
794 100397.1 1 0 0 1 0
795 100398.1 1 0 1 1 0
796 100398.2 0 0 1 0 0
797 100399.2 0 0 0 0 1
798 100399.1 1 1 1 0 1
799 100400.1 0 0 1 0 0
800 100400.2 1 0 1 0 0
801 100401.2 1 1 1 1 0
802 100401.1 1 1 1 1 0
803 100402.1 1 1 1 1 1
804 100402.2 1 1 1 1 1
805 100403.1 1 1 1 1 1
806 100403.2 1 1 1 1 1
807 100404.1 1 1 1 1 1
808 100404.2 1 1 1 1 1
809 100405.2 1 1 1 1 1
810 100405.1 1 1 1 1 1
811 100406.1 1 1 1 1 1
812 100406.2 1 1 1 1 1
813 100407.2 0 1 1 0 1
814 100407.1 0 1 1 1 1
815 100408.1 1 0 1 0 1
816 100408.2 1 1 1 0 1
817 100409.2 1 0 1 0 0
