EntrezID GSM306486 GSM306574 GSM306575 GSM306576 GSM306578 GSM306579 GSM306580 GSM306582 GSM306583 GSM306584 GSM306585 GSM306586 GSM306587 GSM306589 GSM306590 GSM306592 GSM306593 GSM306594 GSM306596 GSM306598 GSM306600 GSM306623 GSM306625 GSM306627 GSM306628 GSM306629 GSM306630 GSM306631 GSM714777 GSM714778 GSM714779 GSM714783 GSM714784 GSM714785
1 387287 0.267669109201832 0.276885812994532 0.267894824974722 0.275850061619345 0.294214564328799 0.268371736380754 0.271917571046484 0.277600904918357 0.267136734093867 0.268837138115273 0.272034648481371 0.267184411730339 0.265933964330659 0.268581719239657 0.276179912085245 0.274624358640487 0.277503320463925 0.286409473172728 0.278736831823166 0.270050045069762 0.272458151977861 0.274285473034565 0.276286971713077 0.261422950220162 0.274734952549337 0.28658956071564 0.274173763911954 0.275747490168505 0.150992138817042 0.156339685811541 0.111777351636139 0.164039600177984 0.243909966737583 0.128661493785926
2 387596 0.308408937624888 0.275322069529869 0.290839558979995 0.294863520627163 0.280544042439675 0.252103721872025 0.250433352835426 0.285232001330675 0.287992812931996 0.308808722749041 0.281302203955477 0.336255087583899 0.259541340183311 0.177702935931332 0.2862849821057 0.284589657049413 0.288036081159729 0.279394511467401 0.288523244723324 0.93454757367988 0.242637218694973 0.289352243963992 0.280067015779544 0.31511828261639 0.295665069119043 0.300119735353999 0.219242340617168 NA 0.405608327641914 0.403212410333548 0.397671088573393 0.409181037829733 0.398398922665111 0.404713871967573
3 396553 0.258397207361365 0.28928094636214 0.263886687389175 0.264360694615186 0.314528312151739 0.255572663480781 0.238617215306464 0.312179490283592 0.24126713045082 0.253107636932297 0.261169491166684 0.27585277540927 0.278501743871625 0.252314737868993 0.310055440196561 0.286576531359405 0.338584902803831 0.303044404613797 0.267649582492529 0.23859284310259 0.254051797879998 0.270374702978351 0.263364704434778 0.310805013699612 0.304166380732283 0.328144263895171 0.271534244412806 0.254024543443811 0.379684475497691 0.324346138528281 0.40122257998053 0.432809677542175 0.408951656615146 0.429774541858839
4 396555 0.260078792484817 0.28074067120001 0.263886687389175 0.278079338889665 0.288659921329149 0.248947887388133 0.299761638049181 0.279837179291714 0.271430369569504 0.273004710515114 0.330731594442183 0.257644218960992 0.261209170600106 0.283295497160086 0.274971857590663 0.282942301217939 0.272152258997495 0.248349533979626 0.267819511134155 0.252708685162878 0.255406923219827 0.281358762210545 0.28668161986252 0.261065216600931 0.285438413630724 0.283562842928137 0.258080885183987 0.271705652217074 0.500892317082945 0.490302073681463 0.483673590036025 0.480406577695044 0.473884519935051 0.471892254558855
5 396558 0.2981689424015 0.288033914529456 0.286339030885262 0.267562871711096 0.298464073482872 0.277268585670649 0.259687754897032 0.274867078334744 0.279568311094072 0.287555444677217 0.279415775346761 0.275187659159928 0.28926005978291 0.264287033424915 0.292193721651788 0.285177666728263 0.276683744528237 0.289028523572909 0.279819456495062 0.261126713798159 0.271365904611607 0.293062681354966 0.277914678005484 0.274280434305418 0.259599946486764 0.272808518018014 0.280287492456107 0.271025255941177 0.464537800171864 0.431855682430883 0.464945785614502 0.490896346587379 0.471795711858109 0.494155007988495
6 396563 0.345662429448698 0.312078201498979 NA 0.338625848960326 0.26854362966076 0.278175479411366 0.267877473644103 0.298249027918557 NA NA NA 0.331548472778547 0.291986589373718 0.293270427890198 NA 0.323211540547899 0.329228543614258 0.282648256057763 0.309655347306307 0.302598916995581 0.311369219403531 0.387104424140389 0.281960022427945 0.300751455586073 0.293721324839456 0.319983292593873 0.301991278316764 0.281959580971621 0.457044409705615 0.48946639170196 0.454663811315173 0.519017065204509 0.446384786556479 0.502992949436569
7 396570 0.29393941963918 0.270055782231267 0.286174660259069 0.307524639857731 0.269697526535548 0.276743871714227 0.313407335780921 0.275922454158674 0.2758595564484 0.287600157397873 0.309723379121662 0.269719738738989 0.279724881180184 0.276734824556113 0.284385496203801 0.278241327449575 0.29253219303521 0.30975170094324 0.286858128036888 0.293063014729963 0.278254388332257 0.28939078344216 0.28001774470033 0.28969039816996 0.286630570000314 0.287718716399761 0.286676733283539 0.284651572723819 0.13595313415332 0.135443257774766 0.157637043697856 0.15909573041888 0.16140462816534 0.140459022261931
8 396579 0.29982858161096 0.276533706971694 0.560804789026971 0.31572046247194 NA 0.271289763292478 0.266655288768773 NA NA NA NA 0.377408845409159 0.27954068293102 0.268362759797553 NA 0.399116277998691 NA NA NA 0.262117999731143 0.277605729014437 NA NA 0.365091981009722 NA NA 0.275193370468303 0.271839982444422 0.393995631806502 0.376830568643382 0.388722565586318 0.369957659803985 0.372642725665732 0.368416851375726
9 396581 0.27820254497773 0.349542233298147 NA 0.334639561077108 NA 0.266340393033616 0.272802230657829 0.351245304176087 0.316698068174511 0.410335439637132 NA 0.316187695452426 0.270699364122977 0.265376823952155 0.422111953730972 NA 0.338505081645981 0.337115589061796 0.337210602424577 0.263491753474011 0.264519293011998 0.331528611593452 0.36142311329019 0.337994415456069 0.37498557442157 0.33766392808251 0.277637650696912 0.269681492088199 0.629207706654982 0.6352051123172 0.636174894886915 0.629425426176325 0.626979771850809 0.6317755356188
10 396590 0.274866563880605 0.288738904369847 0.28424975315036 0.273946067144529 0.268057323835282 0.280916059586406 0.272410174240206 0.286678493347058 0.2716192913787 0.293421713341668 0.286626634639649 0.24870524589402 0.284985637016831 0.265361189478487 0.301294721782579 0.294942211245625 0.25263925583409 0.287705154874317 0.274615799396806 0.282654392365764 0.270940092813572 0.288120547985151 0.307556476321355 0.289831064723912 0.285901116391013 0.286528612610106 0.283571110422284 0.27472868802751 0.66349653311475 0.654627164797506 0.634275944868401 0.677099886913867 0.645357741168062 0.652852940328317
