"GSM328803" "GSM328805" "GSM328816" "GSM328818" "GSM328828"
"ENSG00000000003" 0.562877330140294 0.583999358584196 0.574291978954546 0.588575216190149 0.562919594604088
"ENSG00000000005" 0.537155435006301 0.552323911460235 0.575042927036279 0.55984118341281 0.592374470386172
"ENSG00000000419" 0.616597484754231 0.616397360154745 0.570534532837826 0.60509793212513 0.595384212010938
"ENSG00000000457" 0.586147250695815 0.665259823439835 0.675629742955453 0.671143727896525 0.747810324258247
"ENSG00000000971" 0.645606815176571 0.636607874673167 0.709698796341322 0.619378178412368 0.649651200817684
"ENSG00000001036" 0.62139032058696 0.659351942497901 0.737433607873597 0.749455883739833 0.567360069010551
"ENSG00000001084" 0.565630436985869 0.53853633223148 0.562054305907809 0.572723462879918 0.532162637568548
"ENSG00000001460" 0.548535349700868 0.478054001955738 0.526824161477439 0.415237876235633 0.529110680378326
"ENSG00000001461" 0.55121251742696 0.563748095450469 0.576182323517991 0.504400931950171 0.522809135213652
"ENSG00000001497" 0.566344874308288 0.604482106451748 0.529654837387109 0.567516837083353 0.556821678419817
"ENSG00000001617" 0.559865832250208 0.654122142963811 0.594164206618429 0.622541322274311 0.68280130365578
"ENSG00000001629" 0.691821922422525 0.603755200053045 0.604167576039931 0.587227822476473 0.601526071501954
"ENSG00000001630" 0.537656838567906 0.664996456989396 0.609668712453615 0.599219137544799 0.640105695062334
"ENSG00000001631" 0.586569243355914 0.593583758892856 0.619346728631075 0.544854005698091 0.582676332542474
"ENSG00000002016" 0.593997426610847 0.626977950011489 0.567826705853578 0.589447236557676 0.570326274814725
"ENSG00000002079" 0.53812605072342 0.561708627254454 0.659191865637537 0.550532325240843 0.59908865232887
"ENSG00000002330" 0.559621796942869 0.556520252762683 0.602971139646515 0.579881621360672 0.572258745296673
"ENSG00000002549" 0.583860316159053 0.566502326957827 0.651005419924424 0.583037699412721 0.591878820529048
"ENSG00000002586" 0.63144823610491 0.605847494753942 0.683465391989129 0.65374402026295 0.581557196272291
"ENSG00000002587" 0.679121100614231 0.594157238605212 0.583249567763138 0.572770221915981 0.558506063182064
"ENSG00000002726" 0.524822442798643 0.548841730389623 0.575117529601179 0.523693673555802 0.559320008623059
"ENSG00000002745" 0.606868589855701 0.575705092034986 0.556252681055144 0.441719977536756 0.595215643139144
"ENSG00000002834" 0.593107668371078 0.605973489472464 0.623678632426921 0.64968279321913 0.648216600992395
"ENSG00000002919" 0.565315156799531 0.473459725975668 0.543418383082557 0.41846663351794 0.536491395571291
"ENSG00000002933" 0.559376714396117 0.432773113763712 0.555966055295089 0.532819195557788 0.535079097463158
"ENSG00000003096" 0.58149776849173 0.589713634705094 0.597860945448069 0.465163193803446 0.587438663961784
"ENSG00000003137" 0.629075216043453 0.716687379459483 0.652007770663142 0.689217922910075 0.824082897809417
"ENSG00000003147" 0.592180376581751 0.472238815963899 0.628256340020007 0.530846661037273 0.549833168649163
"ENSG00000003393" 0.580936105877812 0.583769422297753 0.592291326911504 0.659016662891172 0.552888622070578
"ENSG00000003402" 0.630506437808535 0.630190945729396 0.667566146167761 0.609129600123407 0.637701062225124
"ENSG00000003436" 0.568201853905522 0.567392619004456 0.564596514220012 0.607968378683337 0.547668724450007
"ENSG00000003509" 0.617638114742168 0.594855246085941 0.619064247005197 0.60706371867495 0.587466373020192
"ENSG00000003756" 0.554324521776696 0.527316437349216 0.604036675188126 0.55428238770847 0.570414275524338
"ENSG00000003987" 0.608356020260733 0.610182809208887 0.551227594414623 0.597149792464042 0.586780956861592
"ENSG00000004059" 0.618562399283685 0.454203821118273 0.613251526304584 0.596942015274602 0.616340621782795
"ENSG00000004142" 0.612803128541768 0.540873583158421 0.566262733249556 0.622020070062191 0.515912383174942
"ENSG00000004399" 0.598215336155376 0.531966897520069 0.632151329012828 0.496824281115374 0.531839712941979
"ENSG00000004455" 0.573811823758392 0.586444090096297 0.557518412506317 0.592851742617793 0.580920222067566
"ENSG00000004478" 0.53470934452788 0.533031088357374 0.65250218176236 0.4935230890945 0.572094911413977
"ENSG00000004487" 0.569126684478484 0.59749590305272 0.625396545149841 0.615116533379033 0.596343532211895
"ENSG00000004534" 0.578042856394479 0.570229700596452 0.605307233312782 0.632152975256886 0.518857627891403
"ENSG00000004660" 0.567361205896918 0.55337380360843 0.554302770165846 0.581538476358419 0.548637188640238
"ENSG00000004766" 0.550674615330627 0.54526202158314 0.522093956266435 0.516466580642536 0.549750400061755
"ENSG00000004777" 0.588730843301722 0.597811003945151 0.561084228072412 0.564197471180053 0.603631617652548
"ENSG00000004799" 0.578362390736256 0.5607361615502 0.646040119652278 0.661879302014686 0.599397526832881
"ENSG00000004809" 0.592921267905227 0.534660641782867 0.603296060955234 0.527051000869119 0.612951363854524
"ENSG00000004838" 0.643202695771914 0.629944905590186 0.56965561780459 0.675461614168705 0.588884905666466
"ENSG00000004848" 0.579131251909277 0.60269798537868 0.582101760767227 0.559683421073795 0.592495966457566
"ENSG00000004864" 0.598767977025866 0.552836692035233 0.599677453520581 0.562987033562418 0.498339673220228
"ENSG00000004866" 0.484290157817431 0.558286371097509 0.509621212607726 0.537677033581651 0.58050441504727
"ENSG00000004897" 0.586831984994252 0.613766990855044 0.613781016528432 0.605952767443295 0.620383742858547
"ENSG00000004948" 0.530115329338948 0.560869433971416 0.445174253955607 0.557369356108962 0.458924450404681
"ENSG00000004961" 0.545069353980254 0.586719866537527 0.556977158836375 0.617621367061277 0.554098407710369
"ENSG00000004975" 0.528455939777328 0.489236888945582 0.572998422311412 0.542361168408192 0.533741581213833
"ENSG00000005001" 0.568325053269035 0.560225997036304 0.563521027866544 0.544834152972715 0.572389572800971
"ENSG00000005007" 0.641673954420686 0.776796379071524 0.649330521439819 0.723582354858567 0.660918417066902
"ENSG00000005020" 0.630675291920635 0.648830764122272 0.676813335385325 0.665012194104627 0.615446401569649
"ENSG00000005022" 0.553773448369608 0.461246616194236 0.488726406592487 0.476521826854526 0.554275797299088
"ENSG00000005059" 0.565596322245135 0.586803140407764 0.55475683198619 0.588658400413433 0.58944242822107
"ENSG00000005073" 0.450708551592425 0.569365186123864 0.598824666499478 0.530961547683263 0.483193836696958
"ENSG00000005075" 0.586165856513563 0.554999400343377 0.595224436690327 0.608430207189757 0.568952801987255
"ENSG00000005102" 0.652391019539809 0.677140424520378 0.724373285481636 0.777795029835973 0.586671457182545
"ENSG00000005108" 0.591458490412454 0.516344220700499 0.495139847454787 0.614750398920795 0.588099696148985
"ENSG00000005156" 0.572501166958845 0.559839040035645 0.604777925099416 0.598134384956211 0.564575703902175
"ENSG00000005175" 0.531782730078336 0.539561510344493 0.530081605784921 0.479859736094364 0.483531349327806
"ENSG00000005189" 0.459439138014875 0.483809352680863 0.571304127485923 0.519087368584493 0.616821553240071
"ENSG00000005194" 0.575849871865164 0.560600753901542 0.504947713169779 0.539945297102881 0.551208377367645
"ENSG00000005238" 0.569149699296408 0.634623237813907 0.623969593839644 0.573445271626847 0.584230745521344
"ENSG00000005243" 0.589788220970548 0.598702950385562 0.561681439778322 0.590706833304814 0.598649365956436
"ENSG00000005249" 0.60601173612279 0.623621853306354 0.586467893399927 0.656542292873729 0.597372671090314
"ENSG00000005339" 0.63556428633576 0.675691990540193 0.693411151018313 0.671611473101888 0.6092473147233
"ENSG00000005379" 0.567102293270132 0.515554577733672 0.542382797773196 0.533864625732607 0.530079274964126
"ENSG00000005381" 0.607372030848071 0.635986034504167 0.49619345995156 0.619884708149778 0.576805875128835
"ENSG00000005421" 0.537358004522706 0.588628091593368 0.535149706663758 0.58378376581034 0.488204449429323
"ENSG00000005436" 0.538427574177231 0.54164438396553 0.538927282596439 0.533587306956288 0.542743406719199
"ENSG00000005448" 0.528494349422115 0.606168919831467 0.520514939273643 0.557041590546895 0.555734945448525
"ENSG00000005469" 0.554752659327982 0.601975382033753 0.544082764805936 0.563523114195647 0.598063840953395
"ENSG00000005471" 0.558677117719392 0.500145260663839 0.594092969889153 0.544252882125111 0.507269243280936
"ENSG00000005483" 0.606947259132409 0.633958872389974 0.635657127980871 0.628344813413558 0.666286900438321
"ENSG00000005486" 0.518077764592251 0.580087752306054 0.579727192258389 0.616317851456562 0.539085990303329
"ENSG00000005700" 0.559305013132627 0.584154513011832 0.634764048728955 0.585417801583517 0.582539902103571
"ENSG00000005810" 0.560931151824157 0.581324554277792 0.609728034287776 0.558925337909522 0.563537922242449
"ENSG00000005812" 0.600321982518583 0.663557655981869 0.613425759233905 0.631397610025255 0.717083716791386
"ENSG00000005844" 0.509891644868059 0.536114617574734 0.523276635927324 0.529835557495987 0.56349330250869
"ENSG00000005882" 0.542384835203961 0.550165196516391 0.575757405107314 0.584533426235829 0.566106951293246
"ENSG00000005884" 0.515376196595313 0.5162015190497 0.55074089295342 0.52494450935065 0.508877216239764
"ENSG00000005889" 0.594240284283204 0.548701074319313 0.603285327769963 0.500202830307542 0.611242195784448
"ENSG00000005893" 0.564631932916435 0.570835619828691 0.582296508360542 0.584124351792307 0.55862969266985
"ENSG00000005955" 0.652058168550551 0.610441037258937 0.595658173101357 0.763527423769202 0.602771349185675
"ENSG00000006007" 0.534576601838662 0.55803365633511 0.619758191848979 0.60496813963566 0.564990031747735
"ENSG00000006015" 0.616812996030856 0.652133276398281 0.612856060993049 0.634627345274329 0.698586306659279
"ENSG00000006025" 0.581916892449311 0.523472196681896 0.583458771154114 0.529105480855013 0.552329551068593
"ENSG00000006042" 0.645605364525865 0.575159158386575 0.678163394058442 0.551805132689064 0.558920509198608
"ENSG00000006047" 0.615647471537011 0.603730131504909 0.593758211864699 0.631272691070176 0.593739223009967
"ENSG00000006071" 0.564396405919972 0.6417489155734 0.550770623143147 0.555812107026466 0.673322776399406
"ENSG00000006114" 0.673548825267949 0.557413723201306 0.555075469858428 0.570035500845631 0.572702571064852
"ENSG00000006116" 0.502729570445375 0.560499762533369 0.547769846213748 0.598523827622404 0.548860605148232
"ENSG00000006118" 0.597518363689476 0.516286993345164 0.573209549037031 0.54381051515736 0.557615005061467
"ENSG00000006125" 0.611397456158484 0.639033737538951 0.646163213069392 0.672487437935376 0.583750743132498
"ENSG00000006128" 0.554728752115383 0.554331624260343 0.551948612638415 0.551759170288431 0.512036735512376
"ENSG00000006282" 0.569425926009838 0.524855106888671 0.585721492863662 0.57485248430779 0.578851765306622
"ENSG00000006283" 0.558878937461274 0.57595603830748 0.575429484700508 0.45030928036022 0.601446383509863
"ENSG00000006327" 0.503042731703717 0.449818878924747 0.606502007162694 0.563866152338731 0.60786175585653
"ENSG00000006451" 0.685283224391638 0.533803686178419 0.606894408178358 0.583400761425366 0.576967052201812
"ENSG00000006468" 0.607945135673167 0.600652810339091 0.657318835160735 0.609662168225997 0.586740778726902
"ENSG00000006530" 0.505631931319089 0.601258793184445 0.538546869823398 0.642644309346666 0.611474585137533
"ENSG00000006576" 0.572659194163859 0.586640349689621 0.594415523703323 0.602378907421395 0.603328325708833
"ENSG00000006611" 0.582894924414415 0.606209244661174 0.517760772964069 0.554051734246398 0.568708016905394
"ENSG00000006625" 0.54291862576501 0.522062856923234 0.542678583821971 0.563438699364181 0.507628483073465
"ENSG00000006634" 0.54537184725111 0.661910825143487 0.577355573949299 0.593741276740179 0.605873353825214
"ENSG00000006638" 0.494121539558316 0.550236294700375 0.612058773585991 0.498267825261723 0.615088270139457
"ENSG00000006652" 0.515126521679616 0.505674978156297 0.538465144400542 0.519538557627458 0.430650624338874
"ENSG00000006695" 0.590591620669902 0.684982153247457 0.622076413172574 0.647721342321978 0.686602285593092
"ENSG00000006704" 0.596653205388767 0.613215349683917 0.778841340180883 0.59277185903235 0.678345833758885
"ENSG00000006712" 0.501441091079708 0.55759445960963 0.564448466350886 0.551093445898177 0.602238862580315
"ENSG00000006715" 0.592582117180043 0.549763415169484 0.543465957090926 0.695262083521035 0.594112855213422
"ENSG00000006740" 0.565217115631107 0.603747148126661 0.56955524581537 0.574563364732477 0.606124927626384
"ENSG00000006744" 0.672618126894382 0.643621395943895 0.617352996680879 0.583457809486792 0.731027012778668
"ENSG00000006747" 0.535936269035267 0.482048523516303 0.602458742108501 0.581948969759279 0.525222251912569
"ENSG00000006831" 0.580880541065982 0.579300961742299 0.584569505059821 0.528093073358037 0.57630535173732
"ENSG00000007001" 0.619221157698151 0.652535742321926 0.61737430005696 0.594502705365768 0.630187620642388
"ENSG00000007047" 0.573872439361089 0.543434601031448 0.562349260684833 0.549856256814594 0.507007131887849
"ENSG00000007080" 0.534697755621687 0.466579452676987 0.468178860276877 0.529626476350856 0.551972870289105
"ENSG00000007129" 0.554404274966571 0.609469606569512 0.547929010305129 0.56322716515241 0.569558497554871
"ENSG00000007168" 0.645748090625833 0.677279532143306 0.628972227993132 0.617035748336421 0.640367276723423
"ENSG00000007171" 0.585107806492585 0.580662044953285 0.587614147873595 0.584699918965674 0.632265412911098
"ENSG00000007174" 0.579020627568447 0.629085729186202 0.582943594560536 0.579426418579099 0.647239106909013
"ENSG00000007202" 0.569281138029936 0.553786819348577 0.534622484779495 0.511469268258208 0.510956944067701
"ENSG00000007216" 0.583910086517786 0.626827946208829 0.616657955699345 0.716894121634095 0.615233677498311
"ENSG00000007237" 0.551587127597182 0.606124471241893 0.591174439964886 0.504226837566142 0.678270106532202
"ENSG00000007255" 0.568213899196206 0.539856269528162 0.606476001396407 0.583355970547422 0.540652098134793
"ENSG00000007264" 0.558222265375911 0.569386383553546 0.616019848683114 0.560095308077298 0.548493557921011
"ENSG00000007312" 0.536743368708891 0.590776179298341 0.51432481712266 0.597293741022469 0.595297335963108
"ENSG00000007341" 0.613097272421347 0.61415629225937 0.629320229317559 0.60190284949851 0.57865952963906
"ENSG00000007372" 0.557134864127328 0.594851660207794 0.56624844678503 0.582030255097089 0.578700481997441
"ENSG00000007376" 0.755320587448989 0.554920576221931 0.571654761170899 0.568724805334899 0.591421278776957
"ENSG00000007384" 0.514948352434057 0.571574241907056 0.524588529447345 0.48683712149304 0.555001046587436
"ENSG00000007392" 0.539653724460928 0.590822779414804 0.565511271735271 0.548633195275938 0.563858426401269
"ENSG00000007402" 0.551387866868341 0.566659274324536 0.530117717207804 0.566701000906607 0.561862005042462
"ENSG00000007516" 0.499277429253965 0.536610495624104 0.547706221325811 0.521679110913461 0.524534284890652
"ENSG00000007520" 0.602965459289541 0.556274367468209 0.564732761290146 0.540447629732915 0.574236137052133
"ENSG00000007545" 0.569873639195917 0.57900026956024 0.583248475700248 0.54955911791179 0.554634569840829
"ENSG00000007866" 0.564913212458162 0.664835491809219 0.572741037757699 0.59712603602132 0.590190295707485
"ENSG00000007933" 0.615756531131013 0.635345254378773 0.613326479307576 0.659365927422674 0.645495375863435
"ENSG00000007952" 0.513835833738999 0.449391931233029 0.596453781665464 0.573117114878072 0.533944395221928
"ENSG00000008018" 0.612845303358608 0.471884449705761 0.605779273422198 0.551368095640195 0.415468415601582
"ENSG00000008056" 0.561882803135713 0.587840420859523 0.565397778691923 0.523093772441281 0.628315588506661
"ENSG00000008083" 0.5223163377596 0.576281464899028 0.547038677509885 0.550853848115046 0.567844651543758
"ENSG00000008118" 0.584260231219379 0.549451688262401 0.60580265497766 0.587040346247178 0.548464479709129
"ENSG00000008128" 0.54798146192275 0.610090099317632 0.557536553110707 0.574110989904808 0.558036568502818
"ENSG00000008196" 0.546135451852757 0.584266995489519 0.667682931699225 0.560629229033917 0.607328299434126
"ENSG00000008197" 0.557843995980035 0.572549657811058 0.525453426956918 0.570744127415509 0.60126852395378
"ENSG00000008256" 0.543486107281194 0.601819771221626 0.559973184477229 0.587578651754803 0.602763611023629
