"GSM328803" "GSM328805" "GSM328816" "GSM328818" "GSM328828"
"ENSG00000008277" 0.518136361101059 0.494798455555763 0.547909059783076 0.450231189713849 0.615098881078882
"ENSG00000008283" 0.610946042998135 0.646775974446902 0.565430744321705 0.638855454197269 0.641256704899408
"ENSG00000008294" 0.622717758345433 0.591014216409506 0.567580538035372 0.594830147655487 0.587395310151674
"ENSG00000008311" 0.594083108724249 0.567202225174306 0.599953337945642 0.599430500612387 0.535167570856707
"ENSG00000008324" 0.447631933340221 0.541431529498623 0.465930392432963 0.566097839902864 0.516565290088251
"ENSG00000008382" 0.331795013340934 0.515247202778704 0.560882538726099 0.549788907503219 0.547368635347455
"ENSG00000008394" 0.568102435433901 0.62936165843474 0.586804774427238 0.630618410928531 0.575775057407464
"ENSG00000008405" 0.561749848553696 0.57522889964167 0.582598307093887 0.551229933385142 0.595276488971518
"ENSG00000008441" 0.592403483400269 0.630503378945812 0.631263389519589 0.621702892348667 0.619982787350243
"ENSG00000008735" 0.501104646062581 0.525215683235781 0.548677872057759 0.553873483503608 0.528861820434936
"ENSG00000008838" 0.576018318491112 0.59138928296422 0.550166533070973 0.588037986445967 0.583191411339375
"ENSG00000008853" 0.560116546255595 0.558464271402207 0.537954759844123 0.583097306487189 0.545472520780082
"ENSG00000008869" 0.554927063401488 0.587537185963869 0.594205810954656 0.590066142826374 0.551168557820769
"ENSG00000008988" 0.538826725880164 0.545214715157345 0.519181878206257 0.563880316557411 0.54403029145572
"ENSG00000009307" 0.60077178475034 0.599881633965577 0.619360219139316 0.614661626704065 0.56189738299027
"ENSG00000009335" 0.505810328756894 0.536661708483819 0.566720935129215 0.568221437690038 0.48232841760511
"ENSG00000009413" 0.540975332450838 0.590951341296091 0.565850675101869 0.585370785831179 0.580064175157238
"ENSG00000009694" 0.572047822314131 0.526743691111935 0.624628189259649 0.687026967661801 0.545413744977366
"ENSG00000009709" 0.506593403046933 0.517400147718621 0.520964722489379 0.512163869154696 0.452683050196198
"ENSG00000009724" 0.588808534611662 0.585563999465509 0.587572694307246 0.630023069584063 0.609443274814301
"ENSG00000009765" 0.50237909975486 0.606924985939283 0.581816292267846 0.532517329815609 0.61265691436033
"ENSG00000009780" 0.619215273598101 0.73841370986836 0.672942828160579 0.717581436678168 0.73073577427536
"ENSG00000009790" 0.494277997941641 0.657797268727893 0.559920529116532 0.539136453388523 0.676002462389925
"ENSG00000009830" 0.591303042594788 0.608306608489814 0.59275250344008 0.583143148679408 0.622232675962546
"ENSG00000009844" 0.617734680810717 0.631656526726903 0.619014008037387 0.61566786214411 0.640451919747134
"ENSG00000009954" 0.50637116009906 0.500331432937445 0.480113119134054 0.551263127207169 0.509066192018103
"ENSG00000010017" 0.646557252179391 0.59801212281085 0.578431365917383 0.614964149857238 0.554626994673243
"ENSG00000010244" 0.56575065898389 0.589839048076705 0.571594529284329 0.573566240682815 0.575181053975866
"ENSG00000010256" 0.636101956164987 0.687216807310784 0.736981836125433 0.572573006767628 0.776644109645853
"ENSG00000010278" 0.631059706207699 0.623432657485493 0.670169232911229 0.60525201078932 0.556407900680564
"ENSG00000010282" 0.533740929235987 0.509235934450017 0.594457539600564 0.584300816840223 0.55348259018671
"ENSG00000010292" 0.654434513699016 0.829570872420356 0.653091439338563 0.791231592342768 0.7857935429353
"ENSG00000010295" 0.547285964556724 0.50940431587818 0.529116156992223 0.569564520200214 0.603398397027711
"ENSG00000010404" 0.553677914599313 0.579702849035606 0.590838695823942 0.549855352195335 0.574158820629452
"ENSG00000010438" 0.585143272729059 0.583369526253447 0.580254555404518 0.586254778141882 0.579864444461034
"ENSG00000010610" 0.583877226834404 0.585239127055127 0.667190020149049 0.658148244701237 0.593765905203268
"ENSG00000010626" 0.478366983920173 0.520480824532909 0.512398222591039 0.484897699297321 0.474173315726889
"ENSG00000010671" 0.731034983207822 0.572800978970813 0.59226788830798 0.532635403003316 0.595914693784425
"ENSG00000010704" 0.528108834922437 0.551067501254813 0.532331646525386 0.543314718605221 0.558507155244955
"ENSG00000010803" 0.685985824241312 0.548393088135115 0.546636627222116 0.479966024782525 0.573614720668731
"ENSG00000010810" 0.537142949630571 0.444905753179639 0.52183311351357 0.526825541497211 0.525606630884166
"ENSG00000010818" 0.557413723201307 0.513393385274018 0.544442094245418 0.386527379858494 0.486157418290306
"ENSG00000010932" 0.676444511518477 0.615699483069586 0.532046658859667 0.619365758234423 0.625646904642275
"ENSG00000011007" 0.695552018068654 0.52946317220016 0.51651885296625 0.517901355686872 0.528549995731175
"ENSG00000011009" 0.557771895380114 0.530797546731246 0.592480620529042 0.583640192139175 0.594935724601168
"ENSG00000011021" 0.623359261079605 0.684036769072935 0.645306563079557 0.606300016276627 0.638164602173388
"ENSG00000011028" 0.496286008206641 0.584965524552524 0.530462474942454 0.537224430561735 0.571486909474735
"ENSG00000011052" 0.618250463200377 0.556500473384814 0.550591508529712 0.563314144430066 0.564777247911761
"ENSG00000011105" 0.524646278384956 0.470194311239032 0.554203270196994 0.47495306492992 0.578459731028496
"ENSG00000011114" 0.606230841427285 0.573806662946263 0.549581513350762 0.559667235723796 0.544625634158475
"ENSG00000011132" 0.560461540332214 0.463346424939795 0.602445767749388 0.558999920100115 0.482052516880603
"ENSG00000011143" 0.608822746750713 0.562908771771863 0.535412372238014 0.583930387477931 0.559116110701796
"ENSG00000011198" 0.65839625707343 0.601154268911327 0.590949674677725 0.581705325638648 0.569455745846518
"ENSG00000011243" 0.514230663372136 0.595525450786446 0.566485167715922 0.575976208872056 0.627108891611911
"ENSG00000011258" 0.593092857607702 0.628025379585033 0.585229803771946 0.599733955550563 0.591599795744034
"ENSG00000011260" 0.778811218804449 0.677789566261633 0.625718703702442 0.653849200588775 0.603165958776289
"ENSG00000011275" 0.594977068146257 0.572265843705458 0.591520428307718 0.585628227432952 0.578268783017177
"ENSG00000011304" 0.583020831523416 0.587952618096903 0.55436249948616 0.546687287938094 0.556248492097491
"ENSG00000011332" 0.559265829264149 0.561858337667084 0.544427546989755 0.556770302565641 0.540216120549921
"ENSG00000011376" 0.551831602989566 0.594795410819227 0.573057670798065 0.562932242974278 0.598218506397647
"ENSG00000011405" 0.678569386095596 0.616322377269436 0.566341035788727 0.600270487135135 0.59471682303975
"ENSG00000011422" 0.573642641619938 0.597510148768631 0.576244880792207 0.603445934362326 0.566819660874376
"ENSG00000011451" 0.71940042226649 0.544610377876905 0.527449538626248 0.517418337900493 0.528627206207455
"ENSG00000011454" 0.615577498014809 0.636551054803987 0.597294409299759 0.632325700487442 0.60651309893578
"ENSG00000011465" 0.595769400521693 0.593173220668519 0.601752621578465 0.605250657935293 0.55800814770193
"ENSG00000011478" 0.560665593098215 0.548528308340143 0.557752393092829 0.556803031853453 0.555018878181493
"ENSG00000011485" 0.544651387283348 0.535701540711665 0.56805387123418 0.542526933775253 0.520942229253731
"ENSG00000011523" 0.654398002939703 0.554395742206526 0.601099906183648 0.594225851123663 0.56662062833778
"ENSG00000011566" 0.610124078229648 0.608996401049697 0.612245956425256 0.579911327101229 0.539806458420814
"ENSG00000011677" 0.574574937339224 0.563132726161579 0.482216244816899 0.570291442898362 0.59603425022173
"ENSG00000012061" 0.455124250840783 0.57439023201577 0.617496774095121 0.569423627787935 0.598892944879283
"ENSG00000012171" 0.522237481039261 0.539790093776907 0.506097133810857 0.551513502999049 0.572142880683915
"ENSG00000012174" 0.530884789516614 0.533990473756115 0.550292576687834 0.573076162519691 0.583784491135693
"ENSG00000012223" 0.682794474187854 0.58610969677195 0.526955160125921 0.566726786630373 0.579282331475381
"ENSG00000012504" 0.585884976308267 0.546837583093354 0.604805683056162 0.592697835097787 0.527024147531634
"ENSG00000012660" 0.533169046869351 0.567816534999197 0.576951893716919 0.569849532315102 0.580851422105485
"ENSG00000012779" 0.486326704337729 0.536888075191561 0.546584778684002 0.507187257066942 0.575421775062493
"ENSG00000012963" 0.480329029747109 0.586425107353856 0.53571694368825 0.559269366243958 0.576042653564172
"ENSG00000012983" 0.58119750009527 0.590559005478211 0.56018221672402 0.578872612298213 0.590538908261143
"ENSG00000013016" 0.542831130338227 0.548694073707204 0.494738082407327 0.553539654547583 0.566628549868595
"ENSG00000013275" 0.560810429976455 0.591107881176646 0.564672029553895 0.584079755602193 0.576260846099685
"ENSG00000013293" 0.575842349670779 0.541431016066071 0.568706138394229 0.55789014786173 0.574213611217592
"ENSG00000013297" 0.598500611777978 0.626974902015065 0.599153051440498 0.641379906979496 0.599356414196613
"ENSG00000013306" 0.721972181474513 0.579813546723943 0.569728313334293 0.568372199416943 0.569963628437957
"ENSG00000013364" 0.726177145183958 0.590949866196217 0.579535282579749 0.534310692674627 0.576012809278323
"ENSG00000013392" 0.557811951268959 0.671125977799698 0.58701843979159 0.590282909160351 0.648679554160598
"ENSG00000013441" 0.630250177916604 0.679546622104416 0.636248096998917 0.700389139496495 0.659272539746118
"ENSG00000013561" 0.605215605976407 0.597601670158606 0.600587484196464 0.602845951750575 0.548356153590203
"ENSG00000013563" 0.352723909647736 0.59434953947056 0.57289133495039 0.531702960589015 0.603303151214297
"ENSG00000013573" 0.465938965941623 0.516290937811126 0.529981885773547 0.541214551271848 0.582215840590635
"ENSG00000013583" 0.744385223847954 0.654354467119111 0.563581140223842 0.620050245324594 0.573642951309414
"ENSG00000013619" 0.525930397648785 0.503567679815246 0.568039902608854 0.551765296842742 0.550699443461932
"ENSG00000013810" 0.5704569882229 0.593236091707073 0.584890400405347 0.616556670941142 0.587565432903999
"ENSG00000014123" 0.572749268977991 0.586599821116839 0.618505269725027 0.554196359231839 0.58917128693483
"ENSG00000014138" 0.543147763378593 0.511202931233713 0.571835049344454 0.560819908104375 0.534811656151188
"ENSG00000014164" 0.572243790554856 0.561511664747515 0.53125291658214 0.528820012355632 0.530500876437518
"ENSG00000014641" 0.528428890846489 0.558276550681221 0.606844205884302 0.613823058233129 0.561734266283203
"ENSG00000014824" 0.549494735099608 0.595407112732739 0.603009288500164 0.617267946171014 0.47513648259713
"ENSG00000014914" 0.519839164237424 0.526645160960127 0.531821229370076 0.533157213471466 0.565169716841784
"ENSG00000014919" 0.5872652215556 0.521139501450145 0.600453714642141 0.578263591643587 0.534384879603652
"ENSG00000015133" 0.570080862204189 0.583198306005084 0.567488357876116 0.529695162216815 0.600345893806044
"ENSG00000015153" 0.596075308526511 0.579370381083332 0.60705873919416 0.600063408105304 0.537218049328579
"ENSG00000015171" 0.603958270777417 0.607058511001914 0.626363159352937 0.623530918696439 0.597913776027811
"ENSG00000015285" 0.548119453033619 0.519191130858506 0.556978430193172 0.548322430036176 0.592418674484055
"ENSG00000015479" 0.622237410951643 0.592103019410456 0.66777426564557 0.594820715709331 0.607319994866326
"ENSG00000015520" 0.558667362500888 0.457504344861856 0.632151231216151 0.556584065094251 0.654576384078062
"ENSG00000015532" 0.508575171203677 0.529129930024196 0.5417584148906 0.551243518973484 0.541974610743962
"ENSG00000015568" 0.59343789514951 0.563594277577416 0.570037187838305 0.546742052039633 0.534677805099633
"ENSG00000015676" 0.475136058811532 0.606805951084254 0.594539721407911 0.583560007013977 0.605901902305097
"ENSG00000016082" 0.456371142169669 0.4907395104344 0.42394981609172 0.537740666619312 0.507698635889575
"ENSG00000016391" 0.492754293119264 0.560571626791321 0.536239699524275 0.579432204882473 0.563348229288481
"ENSG00000016602" 0.605382316711343 0.650744416893672 0.589085731142136 0.638173566868755 0.619621325399893
"ENSG00000016864" 0.656720991851288 0.703332713519729 0.57488350215376 0.699861950211125 0.661342088569951
"ENSG00000017260" 0.642212064334957 0.647496263270479 0.71149708163307 0.678857342977085 0.654643554095531
"ENSG00000017373" 0.523789791389583 0.646523365630903 0.548651255062241 0.595615004018303 0.647629886129788
"ENSG00000017427" 0.580400995061626 0.495007349257262 0.526866214048434 0.611123576565295 0.530844811050138
"ENSG00000017483" 0.571319351168601 0.499891233796028 0.584350953936494 0.450519037932364 0.534183377700969
"ENSG00000017621" 0.564297729073149 0.545048727031187 0.570630601773269 0.579331694347962 0.569676611491194
"ENSG00000018189" 0.605891326681138 0.606999202750625 0.563169818267804 0.572006014234828 0.587009018711732
"ENSG00000018236" 0.604762571021169 0.504359466159237 0.573990977083011 0.498195765410417 0.574665374816032
