"EntrezID" "GSM43176" "GSM43178" "GSM43179" "GSM43181" "GSM43182" "GSM43183"
"1184" "1184" "11.6922651555179" "12.1308178262725" "11.6273021798324" "12.0425849742242" "11.8308459535357" "11.0101231652346"
"1296" "1296" "15.8125367204789" "15.3767399397057" "15.7349867701955" "15.2515481468521" "15.750295158163" "15.9888682924399"
"1317" "1317" "15.77000195749" "15.624126559326" "15.973844982523" "15.6354852255804" "15.8205354306102" "15.9459306194465"
"1534" "1534" "9.5663606746866" "8.83185117309047" "10.2489672681823" "10.3007100577316" "11.3127666696846" "10.4072844419101"
"1605" "1605" "14.7735599619405" "14.4810372806673" "15.6088390912704" "14.1374358117327" "14.7884410334933" "15.2978585539803"
"1655" "1655" "12.7222574057943" "11.8908803358054" "13.0749879495045" "12.2090790122463" "11.9133671346191" "12.7352038773441"
"1871" "1871" "NaN" "NaN" "NaN" "NaN" "3.16424270834915" "NaN"
"2013" "2013" "9.34634082592658" "8.60601439592285" "9.34425893657238" "10.1883215911571" "9.86581245833675" "4.21180697896491"
"2077" "2077" "12.6827851648794" "11.6231780086129" "12.1037274986155" "11.6734819623578" "11.1753591944881" "13.1737960127888"
"2115" "2115" "6.17805968479854" "5.5601641872451" "5.70679943527827" "4.30734713448572" "7.33208153843536" "NaN"
"2140" "2140" "7.58271945315963" "8.81439648067307" "6.13050959008896" "9.7849685971811" "9.07004628913221" "3.58971285122134"
"2192" "2192" "9.12479031939836" "10.0760301823242" "9.86065175982213" "10.870020080655" "9.75921144193271" "8.37441643628147"
"2199" "2199" "7.83807364809509" "8.04269463171082" "8.63960226284612" "8.66570852050016" "7.09470791899558" "9.25663660593356"
"2321" "2321" "11.5713548254678" "11.5716312609953" "12.2546972204142" "11.4331528356197" "12.1992184651239" "12.8325645592158"
"2355" "2355" "10.8535215413863" "9.36738613440725" "9.93370084601979" "10.3468271036348" "10.2728866208586" "9.64770532266535"
"2664" "2664" "6.65060728935383" "NaN" "9.61526046568889" "NaN" "NaN" "NaN"
"2873" "2873" "10.6964584985589" "10.8983850723009" "10.3959681764966" "10.9158456333736" "11.2939558718366" "10.7613481091387"
"2898" "2898" "7.35330995039589" "5.99167254548922" "8.13277738515721" "4.76708143707925" "6.37654936758335" "NaN"
"2908" "2908" "9.21267091885226" "8.76458180081922" "9.5756759214362" "8.228793101596" "8.56386929416382" "10.1370918139728"
"3093" "3093" "9.10553813165053" "9.15995177254087" "10.7525903024529" "8.95517237341151" "9.62470110199115" "9.0736786171607"
"3190" "3190" "8.75448858222396" "11.1252984914611" "12.6201856018944" "11.269622683153" "9.63874197524592" "10.22863969222"
"3280" "3280" "5.42577918883027" "1.48609664547913" "10.1881300271676" "4.01837745205394" "4.81442245050896" "NaN"
"3340" "3340" "9.77856453736239" "10.7252125859416" "9.84505932386065" "11.3231044238994" "11.520346691315" "8.58661754937053"
"3400" "3400" "10.2790116860988" "10.5100422247184" "9.44465451234426" "9.49260811948865" "8.36960608141281" "10.1078278624975"
"3480" "3480" "12.3414532459925" "9.12060377865203" "9.53275985190153" "11.6939700248274" "12.6890888294981" "8.79953173541683"
"3777" "3777" "12.9654055645821" "13.0627294826168" "12.285747540138" "13.3750641243115" "12.4315420978908" "11.4910009506067"
"3778" "3778" "9.22496221267646" "9.06195457692636" "9.23896637591826" "8.82189083855581" "9.37000236485365" "2.97833540935196"
"3976" "3976" "10.8654628298634" "10.5598168172948" "10.2572832493222" "11.4695732142074" "10.0494954619726" "9.58910262281773"
"4015" "4015" "12.1794942574854" "11.6728834489435" "11.152428567953" "11.2452362441301" "11.7343954161286" "10.8137698995725"
"4038" "4038" "8.9916722347751" "8.70031637178668" "7.65128574522239" "9.40972819259779" "8.10571885972939" "7.78801301445448"
"4040" "4040" "11.9133707534775" "10.7598289331273" "11.5602664622234" "11.5004326174164" "11.0101365425315" "10.6031891594801"
"4045" "4045" "8.00745841441184" "8.28863316069407" "8.94350138281131" "8.57608523584292" "7.95939801840796" "6.99471013790192"
"4088" "4088" "7.11755762158037" "8.41545152700491" "8.75890624509295" "9.48208339683776" "7.93923203182482" "NaN"
"4097" "4097" "9.66735187313296" "9.71626811374292" "9.5413120972846" "9.48923595031929" "9.58289915519516" "8.99509620613827"
"4131" "4131" "10.6311871427804" "10.4482909859564" "11.2884723329687" "10.8613362310711" "11.2449465458775" "7.25250051750975"
"4134" "4134" "10.7971889092112" "10.5110282732047" "11.0040726518345" "9.30572273933761" "10.3134085189739" "11.5313101350303"
"4150" "4150" "8.02318366126842" "9.86019381754956" "10.7722402663545" "9.72623566815636" "9.93630033189274" "9.82593206058235"
"4208" "4208" "11.6787177426007" "11.4134670182595" "11.0709819500382" "10.9810806553866" "11.0283640724559" "11.7094162384124"
"4289" "4289" "8.72985159088458" "11.0432154181323" "8.50513725893881" "7.81997220341504" "8.26383412841902" "8.58661754937053"
"4297" "4297" "8.67937656447145" "9.50969660403546" "10.0060419314636" "10.1312389746101" "10.3614727807486" "9.33410107828432"
"4330" "4330" "12.2270269433214" "11.8242116495654" "11.4956609588401" "11.9052197928966" "12.1201913380205" "11.670275500555"
"4826" "4826" "14.4991125468281" "12.9689488390304" "13.0445696710236" "12.4183329498177" "12.0582314655646" "14.9647668322777"
"4836" "4836" "9.84194111609511" "8.43513547555131" "9.13486092046891" "8.93814885567753" "10.5071727583463" "NaN"
"4850" "4850" "9.14207557560649" "9.40229817000286" "7.82407618800139" "9.31170215067998" "7.51866959140097" "9.1632467438465"
"4869" "4869" "10.7262227358442" "9.01702275201359" "9.21570500069611" "8.99322548905825" "10.2647637120057" "9.39191631830431"
"4916" "4916" "11.1207692979918" "10.3652611159586" "10.3409406333848" "9.40583448419243" "10.1261381425043" "11.1653018062586"
"4978" "4978" "8.69083703478293" "8.67221617689869" "9.08522240388969" "8.92855141875821" "9.18373786971854" "10.1370918139728"
"5017" "5017" "12.7239816472094" "12.3161544269752" "11.6334951510176" "12.0345310022899" "12.2456381706688" "11.5336229438551"
"5046" "5046" "8.54437560556362" "9.35711528892866" "9.15157976637226" "10.155236439283" "9.98061304926421" "8.19950152473811"
"5287" "5287" "10.2347691392712" "10.5073464881242" "11.1418533339349" "10.2947813179621" "11.2414231814823" "11.5945249215908"
"5306" "5306" "10.1405299236357" "10.7598289331273" "10.3608213184654" "9.88053832704877" "10.3873613589764" "10.4678804964051"
"5527" "5527" "12.7613408819387" "13.4949398860842" "13.0843552990854" "15.2871796172526" "9.48950375121778" "10.079976075419"
"5579" "5579" "10.6011410596051" "10.3116734698995" "9.93141850124984" "9.82415347247654" "9.49284856320266" "8.77417830683002"
"5781" "5781" "11.643571558704" "11.962685988685" "11.3727149338395" "12.0791224307755" "11.8893779443984" "10.2417907957516"
"5898" "5898" "9.83378782371771" "10.9564134383115" "11.1564768759455" "11.0709118376093" "10.8484145653257" "10.9317124318703"
"5994" "5994" "11.3505647227795" "11.0303371540608" "11.5047401042991" "10.7623921953445" "10.8914412318047" "11.9338561768082"
"6047" "6047" "11.2987888030921" "9.8209181570746" "9.38701464001714" "9.47150238418831" "8.67890688568788" "10.6278564450251"
"6203" "6203" "12.040798831407" "13.4583790859553" "12.7932845356004" "13.9454739726621" "12.6925478044732" "13.1847743970011"
"6335" "6335" "5.58764789169985" "NaN" "7.81088529990851" "6.60236732382355" "6.83793079323597" "NaN"
"6418" "6418" "11.1879671755539" "11.6842578958061" "11.226891739041" "12.0481454012078" "12.2076758511244" "10.776506996035"
"6487" "6487" "12.0354508178487" "13.1306529285355" "12.7195385636829" "13.0644736978692" "12.5487239912212" "13.2515747650523"
"6546" "6546" "11.7521590756333" "10.4714188134892" "11.7819357283295" "12.5898318439504" "11.4277346881052" "8.44557951194942"
"6749" "6749" "7.19125268460988" "8.37879936188238" "8.25902922433749" "8.4939266588093" "7.37031836214437" "4.79423870439157"
"6772" "6772" "13.2496085179052" "11.8716871932844" "12.6113370841432" "13.6476158488722" "13.3749081435716" "12.2465222546313"
"6836" "6836" "6.14271511400028" "6.42357332924248" "7.49561651139643" "6.21249855544907" "6.82896095808728" "NaN"
"6837" "6837" "9.50661669913334" "9.38410281008002" "10.077099524191" "9.0990566011572" "9.11589223542065" "9.0387380158624"
"6845" "6845" "11.5004060213878" "11.0093739335711" "12.156578366152" "11.0530002743509" "10.6187055746199" "10.8985298114705"
"6860" "6860" "12.5708827890476" "12.9245071336674" "13.04965472048" "12.853054762893" "12.5497491436719" "12.4896305150084"
"6886" "6886" "12.3543995934111" "13.3356222129219" "13.0009128626074" "14.000750386201" "13.2811325217886" "12.5068424073921"
"6907" "6907" "11.3528892890878" "11.8640019384865" "11.7410624891559" "11.3804364870611" "11.9289976006303" "12.2407861508346"
"7005" "7005" "11.2348821344512" "11.3813876381874" "11.3666670937992" "11.3767927191347" "11.9769379783097" "11.5257676061639"
"7039" "7039" "13.2969723945299" "14.3693815402522" "13.376926460211" "14.499929529629" "15.4618706884698" "13.8838397778494"
"7296" "7296" "11.3472928862358" "11.1803811800716" "11.0855213901034" "10.9580961474922" "11.5072375679152" "12.2455960227256"
"7321" "7321" "10.1623190211229" "10.7705638633421" "11.6393085116826" "10.7613893374676" "10.6075852522941" "10.4764645079362"
"7423" "7423" "10.2779073014365" "10.6300627423196" "10.9275427818735" "10.7049396209195" "11.4924030457718" "11.4689445089627"
"7474" "7474" "9.19901703215941" "9.45827857914236" "9.43312925097906" "8.83527649086732" "9.40992925175436" "9.8232459660097"
"7572" "7572" "12.257027112753" "13.0744297718112" "13.5088532829901" "13.4667619260198" "13.5017940385066" "13.2385824012724"
"7799" "7799" "12.823153468383" "12.5756345955182" "12.7442188155541" "12.7522830944046" "13.4856667760991" "12.3980363731279"
"7804" "7804" "10.7866465999445" "10.5957632590238" "10.4953710779719" "10.1264363974739" "11.0883243345211" "11.2680071152202"
"7812" "7812" "13.1467551949196" "13.3119452584779" "13.211171295325" "12.4802254950701" "13.1287793964295" "13.3297253771196"
"8073" "8073" "12.1091133635655" "12.3914150413699" "11.698692946127" "12.8315580061702" "12.2607363041864" "9.81394375979778"
"8226" "8226" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"8315" "8315" "9.89386182162161" "7.92768213037336" "8.42655718790069" "8.08605831755206" "8.92218039014419" "10.1140088117966"
"8452" "8452" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN"
"8545" "8545" "12.6972426700801" "13.1651648278552" "11.9198640043695" "13.6596607018027" "12.5676779400687" "11.6393719442905"
"8614" "8614" "7.64906030926736" "7.44435234713992" "7.01944506216861" "8.30734892865953" "8.44978309284528" "6.56693088147591"
"8642" "8642" "8.30234507275061" "7.76392842277049" "7.88691122751909" "9.47610252993914" "8.72850898933438" "7.92579264382325"
"8648" "8648" "9.90253539856613" "10.5432283703295" "9.9722980927583" "10.1342168239428" "10.5373411903363" "10.9868966691666"
"8653" "8653" "10.5690468321527" "10.4132092455922" "10.2082669319198" "9.94688626082135" "9.67751983686083" "9.80502250590158"
"8862" "8862" "11.1324201892024" "10.6601366886407" "10.9364003507807" "10.4668353119765" "11.6324613913415" "12.5524900010095"
"8910" "8910" "5.71217123677449" "5.53527110228344" "8.95532600514115" "6.04973079793961" "7.09470791899558" "NaN"
"9043" "9043" "11.3317953653407" "10.5698523274913" "11.3790411426104" "10.5313760142379" "11.4395369444296" "10.9217653274738"
"9145" "9145" "10.626947636718" "11.7427015310118" "10.7085360768235" "12.1419961820475" "9.91208497267632" "10.3050993387233"
"9201" "9201" "7.67042724961306" "6.9556337395651" "9.12882379939048" "8.44363261408545" "6.82896095808728" "NaN"
"9334" "9334" "8.62854146483503" "7.79577784814027" "8.16482063699299" "7.28703182434127" "7.75228824128798" "9.64397058512192"
"9344" "9344" "8.97498827277942" "8.6097294799766" "8.15473482508704" "10.0087193641005" "9.48369560066072" "7.29512210736584"
"9404" "9404" "11.1168479735602" "11.1737839339383" "11.1118552269268" "11.2793644412694" "10.8312738589153" "8.95042480808719"
"9527" "9527" "7.39934542224686" "7.29225323821721" "6.85490738679413" "7.36626665084038" "NaN" "9.63670506927671"
"9575" "9575" "8.39396366365034" "5.5601641872451" "NaN" "2.8270301205435" "5.77596528818241" "6.33925084761554"
"9767" "9767" "9.17576143378707" "9.29981365312963" "10.0019158521488" "8.76815179895792" "9.00842144912395" "8.57275941226347"
"9778" "9778" "NaN" "NaN" "6.60213253030129" "3.42793212517723" "5.3156524493037" "NaN"
"9813" "9813" "10.6517246775821" "10.5168526149295" "10.8493836962511" "10.6447232168943" "10.6904476976038" "10.61469086373"
"9868" "9868" "10.7536524493954" "10.8118605344595" "10.6323820610947" "10.2452775748675" "9.98821196137889" "10.5629650837602"
"9875" "9875" "8.86074312674465" "8.69686714804205" "8.4751635978113" "7.50245870644218" "8.1381783776014" "7.96882239251901"
"9891" "9891" "11.3704418864772" "10.4402065096959" "11.4534753800293" "11.2319317347928" "10.7887170556255" "10.571382923189"
"10008" "10008" "8.18421069161476" "7.63384326934422" "8.37496350701402" "8.17982947931578" "8.8976928390943" "9.39533121749159"
"10093" "10093" "13.5507842082765" "13.0278533420279" "13.4397310240395" "13.277268577138" "13.0746763679574" "14.0709798924383"
"10097" "10097" "10.6153139945611" "10.4946515467708" "11.7429484341445" "11.972049780969" "11.9821225005765" "11.0232684009605"
"10106" "10106" "12.2248307523805" "12.6550214463664" "12.6370425456067" "13.013481648326" "13.2610571532225" "11.4795892039531"
"10154" "10154" "10.5232302934694" "10.9846469144517" "11.3074633081472" "11.2408245354482" "10.829176745284" "10.1593105620442"
"10163" "10163" "12.7159568587384" "12.8781154300124" "13.2593042158888" "12.5477891581988" "13.4266044934039" "14.126480514867"
"10197" "10197" "10.1713724146062" "9.65169814368911" "9.97506218826945" "9.93596530651191" "10.1458698880341" "10.706246358088"
"10207" "10207" "10.0612913549646" "9.75477427313221" "9.57985653036463" "9.46101103241772" "9.81134400686958" "8.52484733000977"
"10220" "10220" "10.3081073305295" "9.76171651179421" "9.78306755863111" "8.53778741816833" "9.9676571068977" "10.3367182330678"
"10269" "10269" "7.84391213731386" "10.3509110778042" "9.49203951756088" "9.95311102585206" "9.1176743063025" "9.82086006136738"
"10413" "10413" "11.1899564775108" "9.72552434579875" "9.62562401344591" "10.4934115020509" "10.8717726203879" "9.92944987904095"
"10533" "10533" "13.6242225787445" "13.0196714053663" "13.5046117042601" "13.4462655455081" "13.2494091016272" "12.2766112546048"
"10560" "10560" "10.8035249561101" "11.0285492240539" "11.0832131496286" "10.1199478400185" "10.5848138405245" "10.8953637752492"
"10658" "10658" "6.51191647793797" "7.43566631313251" "6.96520119586768" "7.37407996956994" "6.73708021777996" "NaN"
"10814" "10814" "9.16970671450374" "10.3246366654038" "9.49838114250715" "10.6850624659255" "9.96178057771628" "8.67063748963792"
"10846" "10846" "13.2809173166532" "12.6322755561153" "13.1686428115542" "13.8297461551031" "13.7209330233344" "13.0792474398491"
"11099" "11099" "11.5848326887167" "10.380842570944" "11.6260857735867" "11.8262182240917" "11.3216229793532" "10.8273398310435"
"11108" "11108" "11.6647134826675" "12.5081792466888" "12.5639810712986" "12.7321268321923" "12.9548525724897" "12.2123328285874"
"11338" "11338" "11.2466682972833" "11.4356054883174" "10.8527210700548" "11.811605397721" "11.6925993935976" "10.8354671709943"
"13383" "13383" "12.1819649095902" "11.8483129158119" "10.6097990105171" "12.4544483562949" "11.455547641761" "10.8751079073864"
"16549" "16549" "10.5053333790477" "12.0516079489603" "11.7147573225892" "12.0311642976581" "11.6350472667505" "11.7794226892121"
"16650" "16650" "12.2683155292116" "11.6702138291576" "11.373143078524" "11.6040436712158" "12.1495592067812" "12.2544745424696"
"18095" "18095" "9.37369753786336" "9.85050716149387" "9.24282805099738" "9.5750832286335" "9.24873407333331" "NaN"
"18585" "18585" "11.574420557608" "11.8488649125022" "11.6709405125634" "11.7915933933809" "12.2393286834099" "10.7038199038775"
"19734" "19734" "6.86836070721393" "5.30319261521799" "5.84155130630694" "7.23026966153193" "5.75640069992914" "NaN"
"19791" "19791" "10.9389847934344" "10.5979697303816" "9.92538512681509" "10.2627180003453" "10.8903338205711" "11.2595263076715"
"19934" "19934" "10.3715747749579" "9.75211613904539" "6.88909477739955" "10.3715319279134" "9.82103597136394" "9.59203925588264"
"22232" "22232" "9.52783229695793" "11.2757592166753" "12.3853720973454" "11.4771385793445" "10.2468817156055" "10.0631883523147"
"22807" "22807" "11.2205712158391" "11.4069600573888" "10.6806771311661" "11.4538300007432" "11.1111105365222" "9.78220596885919"
"22834" "22834" "3.17542878753725" "1.48609664547913" "6.1431358420527" "4.73463740670183" "NaN" "7.62165802450378"
"22838" "22838" "12.0141316032641" "11.1038414923243" "11.6247204120923" "11.1444994370125" "10.3748301995654" "10.9964738893929"
"22848" "22848" "11.793408543276" "11.0979788631165" "10.6667908195083" "10.6816195095894" "10.4385194799309" "10.8793884777311"
"22853" "22853" "6.58359092948246" "6.07650251139681" "5.58464737462711" "5.63100796986475" "5.81430884097804" "NaN"
"22870" "22870" "7.58750004305145" "9.56148303643057" "10.0304092707127" "9.3999297872886" "8.19964215399598" "7.75685558232377"
"22894" "22894" "10.567955107778" "10.9968902753573" "10.5759196844405" "11.1277954090817" "10.5848138405245" "8.92714512891373"
"22906" "22906" "11.6816665729729" "10.0107164926741" "10.9090904972105" "11.6265531817948" "11.0234976518857" "10.3313895254819"
"22931" "22931" "11.7385125303236" "11.503626870834" "11.793178669361" "11.086160396277" "11.9878747288229" "11.4289722122453"
"23034" "23034" "13.5966647424237" "13.1862225867104" "13.8855096711877" "12.4842984344398" "13.4690066036349" "13.9261359046952"
"23057" "23057" "6.99413457431238" "8.37302214558983" "10.1850291491207" "8.31100336615129" "8.12811508384996" "NaN"
"23071" "23071" "9.32882545371806" "9.27197232344497" "9.75812384089642" "8.89935011308078" "9.14200141576431" "6.42391694304161"
"23085" "23085" "NaN" "6.73608548613362" "6.58035965292769" "7.21917824039402" "2.36117447435376" "6.67195498355378"
"23099" "23099" "7.95858531026392" "5.82733594166828" "7.99245801333555" "7.90551124448114" "7.28338859643115" "NaN"
"23137" "23137" "9.57235690274526" "9.88822336185515" "9.7516779609946" "10.1424048138057" "10.3105212092169" "9.08520746375534"
"23144" "23144" "11.5629365711715" "11.811067547976" "10.8770865916138" "11.044349337083" "11.0406205767211" "9.73592590326229"
"23151" "23151" "9.22496221267646" "8.90231895626236" "8.57321519581654" "9.20351975956494" "8.25673308686335" "9.57674095039805"
"23171" "23171" "10.7957835553283" "10.9247819997583" "11.3222077459157" "10.6798294037466" "11.8780771141275" "12.0376013183076"
"23176" "23176" "13.6374667876028" "13.9411869087055" "12.3083198850311" "13.5837423807291" "13.2018287930427" "11.9428193364282"
"23186" "23186" "11.4247110067372" "11.3669455743669" "11.1954585726464" "11.3755841370953" "11.4117335118031" "10.8015119505031"
"23219" "23219" "10.5388747811413" "9.73714855204067" "9.72507190635429" "8.76462895227136" "9.94583145149738" "10.6905163743707"
"23252" "23252" "10.8310994412187" "10.2199424632988" "10.6590711886877" "11.0536546217173" "10.9654256023289" "9.20035337830129"
"23261" "23261" "11.4771028796979" "11.7623557239972" "10.2662924105081" "11.6635197994741" "11.1638199968942" "10.5034956657934"
"23363" "23363" "8.94737188567317" "9.60200509441674" "9.50970015008706" "9.62992809834017" "9.43646820513901" "10.2631821015033"
"23380" "23380" "NaN" "4.02682892994047" "NaN" "3.42793212517723" "NaN" "7.02637765319262"
"23544" "23544" "10.0701874416658" "9.2348821205918" "10.1122866583074" "9.10853617188885" "10.350343196369" "9.79481056369182"
"23608" "23608" "NaN" "4.79476883791525" "6.71583011444015" "5.46517516309376" "4.41380779650838" "NaN"
"23621" "23621" "5.65402431829659" "7.21614628187499" "6.28810307748472" "8.1738337689346" "8.50266636672572" "7.30992809228806"
"24716" "24716" "9.06169036315877" "8.15446421134615" "8.55032534998665" "9.26085194713781" "8.75575957675773" "8.94583357782952"
"26035" "26035" "10.0731754735665" "9.9541413302137" "8.88097317799873" "10.059930336022" "9.26313955662744" "9.60905734244158"
"26046" "26046" "9.78731193096681" "9.23539886522205" "10.2195482441177" "9.02506258171734" "9.53891216143368" "11.0283071367428"
"26047" "26047" "10.1910720743577" "10.1177417111957" "10.2732657095256" "10.3872675790219" "10.0701164741989" "10.4054896455731"
"26052" "26052" "12.1318069134372" "12.727163685569" "11.7752005262759" "12.9899205063453" "12.364853586093" "11.8095634962915"
"26056" "26056" "NaN" "NaN" "NaN" "5.03897025606486" "4.81442245050896" "NaN"
"26160" "26160" "8.5828520550452" "9.45021651274704" "8.78020526342678" "8.51448401534129" "10.3020220896122" "8.96289801199171"
"26468" "26468" "9.42411926494285" "9.94876840634651" "9.93461201994871" "10.8404858490898" "9.80293526864678" "6.19047380992633"
"27181" "27181" "6.13124719217286" "8.03755607067656" "7.64793250861324" "7.1791657109663" "7.39049523024786" "9.24720564178829"
"27254" "27254" "10.2239909275766" "9.85570096888196" "9.35111604671342" "9.69039546906328" "10.6120814170928" "8.92025721411357"
"27445" "27445" "11.7582054306322" "11.8206737251677" "11.0967910540255" "11.9482803989729" "11.8337269345311" "10.9317124318703"
"28227" "28227" "7.80686229201945" "4.37928318952849" "2.31288068892053" "NaN" "4.03615681110543" "NaN"
"29068" "29068" "8.35096110164766" "6.52536104036613" "8.95018814956706" "9.3782053727454" "10.2603313406192" "8.85712570726171"
"29098" "29098" "9.8525157041984" "10.8625505861637" "10.2166928227424" "10.397593666978" "10.0931796937683" "9.85878901146592"
"29524" "29524" "10.4477549702027" "7.80530469022439" "8.89821891319171" "9.80296133552278" "9.40992925175436" "6.95234867917715"
"30061" "30061" "11.8578346709557" "11.7750756880633" "11.8079202311231" "12.5207462854174" "12.3840940759825" "11.4596904579654"
"51046" "51046" "12.9214391703701" "14.0201660944917" "14.0923913579419" "13.571443918996" "14.1189014295338" "14.5425281310982"
"51072" "51072" "11.436673673962" "11.6223365505758" "10.1830364090294" "11.5086230332056" "10.5038722861992" "8.96757675208419"
"51094" "51094" "12.040798831407" "10.939155739937" "10.9257074016244" "11.6031848099037" "11.1251330430681" "10.6711818417677"
"51157" "51157" "12.8942620698971" "13.0981885897027" "13.269986932671" "12.3937732387596" "12.2263999720255" "11.4200651647549"
"51274" "51274" "7.53269122185286" "4.58036888339073" "9.75575507842446" "8.06262347874923" "7.84551387417844" "NaN"
"51429" "51429" "10.5717749053291" "10.5918430036296" "10.9653357903409" "10.60555748915" "10.7973587355993" "11.6151738249336"
"51447" "51447" "12.2870228404504" "11.9205681735493" "12.143500204084" "12.1576142582531" "12.6444215299181" "11.7487540777872"
"51479" "51479" "9.76788157686676" "7.99428037029393" "8.09417188270097" "9.19832702062014" "9.27517766490487" "7.34238040113602"
"51741" "51741" "5.80112248933924" "9.23805971303415" "9.27630279495122" "9.34622979747461" "8.55427016531438" "7.90870247463514"
"51776" "51776" "11.6845264772852" "11.4546699825833" "10.586569744352" "11.9218495217493" "11.8815027758014" "11.2356396127241"
"51810" "51810" "11.1041180679542" "11.7047137431217" "11.4248474736524" "11.5468407399083" "11.2534099515064" "11.3709502820211"
"53844" "53844" "11.1941245065044" "11.0036572530164" "11.1989323461613" "10.7248735447036" "11.17757319368" "12.135017227433"
"54463" "54463" "9.55934434447394" "11.4116864028175" "9.95100327766021" "10.5342253826108" "9.22515304472514" "8.95676836785686"
"54762" "54762" "11.2617451514176" "11.2889732915452" "12.314671773807" "11.4990180697433" "12.3190376048411" "11.1449415745023"
"54799" "54799" "11.4486956878446" "10.367267875701" "11.1804411910061" "10.9095055276194" "10.7458150766343" "11.6193457919593"
"54874" "54874" "10.0804306643771" "10.3171976833865" "10.573651653619" "10.6164198090863" "9.85053850343685" "9.48920724575977"
"54887" "54887" "11.0097719281494" "9.84430626906842" "9.62029453431687" "10.0258486157435" "9.66041817097031" "9.53466155974327"
"54904" "54904" "15.2526324735424" "15.2651763455572" "13.395856185649" "15.0366407405043" "14.574048234952" "13.6268927319678"
"54910" "54910" "9.95281412430109" "9.85119367121504" "10.8085067785049" "10.2779082865492" "11.3367640466985" "10.1425070971572"
"54940" "54940" "12.6911421636991" "11.7962897501287" "11.9194051254976" "11.438557650161" "11.7752459129245" "13.5337149259145"
"55016" "55016" "10.6698913687347" "10.3314446158628" "9.91429902116877" "8.83705165265774" "10.9184177258894" "12.7629416835182"
"55023" "55023" "10.7792605982509" "10.2007414143202" "10.5485844238479" "9.89242019129656" "9.80521670250099" "10.3567724498196"
"55161" "55161" "7.1997393384278" "5.20144700896141" "8.18513160172439" "4.97925081862069" "9.02783590654037" "10.177347536703"
"55346" "55346" "10.6418466473888" "10.0713553585356" "11.0370267292236" "9.04303021968633" "9.76459969907264" "10.9355065434264"
"55607" "55607" "9.19901703215941" "8.10576105267577" "10.1669860907564" "9.74741833789536" "9.81869503055967" "8.08968351633983"
"55662" "55662" "12.3630317693582" "10.9388007892634" "11.9300807925295" "12.4031848200617" "12.1623447363857" "11.4307953475855"
"55727" "55727" "12.3401890314079" "11.7928220321639" "12.0362537825474" "10.7171536502738" "12.0440247496859" "12.1943621837069"
"55740" "55740" "11.2036635929037" "11.1051425813214" "11.4337303679531" "10.8838695966306" "10.2966116459995" "11.5734799564574"
"55742" "55742" "15.7913893514658" "15.8637663036857" "15.9890626329961" "15.5911705328589" "15.8381765105804" "15.7122904696984"
"55773" "55773" "10.6594271066964" "11.5069608080979" "11.6560543668821" "11.269622683153" "11.6479781906871" "11.5743455642768"
"55969" "55969" "8.07670978628947" "8.79464246860585" "9.90917532428583" "9.6174527283627" "9.70664879719408" "8.45952356894797"
"55972" "55972" "9.84009504733033" "8.65300883632671" "8.65878275017174" "8.90230647206155" "7.66792495025769" "6.81305898322238"
"56380" "56380" "11.718710633895" "12.2771497578789" "12.0132229949254" "12.0202007978808" "12.7444266085552" "12.8296006577689"
