Human.Ensembl.Gene.ID Ensembl.Gene.ID EntrezGene.ID GSM306486 GSM306574 GSM306575 GSM306576 GSM306578 GSM306579 GSM306580 GSM306582 GSM306583 GSM306584 GSM306585 GSM306586 GSM306587 GSM306589 GSM306590 GSM306592 GSM306593 GSM306594 GSM306596 GSM306598 GSM306600 GSM306623 GSM306625 GSM306627 GSM306628 GSM306629 GSM306630 GSM306631 GSM714777 GSM714778 GSM714779 GSM714783 GSM714784 GSM714785 GSM43176 GSM43178 GSM43179 GSM43181 GSM43182 GSM43183 GSM328803 GSM328805 GSM328816 GSM328818 GSM328828
1 ENSG00000000419 ENSSSCG00000007474 100124379 0.304507961340159 0.288522641475171 0.285021086530024 0.259812501271767 0.277267289636458 0.311669935660792 0.242879584324249 0.292648176061791 0.283289531502777 0.267921491437202 0.262895029273139 0.285238248167958 0.380286758778244 0.268994937180636 0.28399853851306 0.277931225750577 0.273870400141791 0.279264980352581 0.241473991567043 0.253791963630254 0.287146477973611 0.253607087733 0.287241988100582 0.283294710810043 0.255295631189904 0.260788836261249 0.370106767159153 0.279433857571216 0.621555263297085 0.637591034856121 0.631650507533384 0.639959908883373 0.626987973897107 0.607186074395575 0.714098316809852 0.613912292754202 0.709233269922854 0.651594458231075 0.708078593741816 0.724040429077447 0.616597484754231 0.616397360154745 0.570534532837826 0.60509793212513 0.595384212010938
2 ENSG00000000457 ENSSSCG00000006283 100156397 0.344008050477013 0.315458301330259 0.541434462393951 0.289981206192048 0.308503253656881 0.276195417127022 0.27488493523423 0.293255007614216 0.290271819972749 0.307766685522607 0.292886588479874 0.275270020446972 0.277040963957726 0.269622213195239 0.296227903250512 0.304180417943994 0.28022185125381 0.290583737427302 0.294737782730358 0.26909514930473 0.276971669332972 0.314349953305806 0.28661237076379 0.282582456526018 0.292288427697385 0.285940766584559 0.275951551977228 0.280016576922178 0.635551874774279 0.641534372583737 0.637032005338874 0.648504324844781 0.629857045497094 0.64081036859207 0.728004171292863 0.75830675860571 0.709202519426486 0.696104869461951 0.719629836350979 0.725932507637442 0.586147250695815 0.665259823439835 0.675629742955453 0.671143727896525 0.747810324258247
3 ENSG00000000971 ENSSSCG00000010893 397525 0.294299970426063 0.257939906843825 0.289401816407001 0.272784305648279 0.268881389317924 0.255814591489198 0.270440153646743 0.250329622772288 0.235182761643674 0.249337020767082 0.230345751994006 0.215356890039718 0.249903026130218 0.251760788730285 0.270779459643323 0.264012501697999 0.25714575333136 0.265407016367902 0.249470905053474 0.254469610444585 0.261149808195295 0.26762509846878 0.257028873317355 0.253166161501827 0.25106317202351 0.253187444818777 0.261314614799468 0.24693915167386 0.76003508979104 0.738471821308418 0.751197473883321 0.75511323914696 0.762662110823737 0.761622313253418 0.50980839454067 0.506877156872458 0.504721408910509 0.518246814304859 0.488332645422486 0.615139968665812 0.645606815176571 0.636607874673167 0.709698796341322 0.619378178412368 0.649651200817684
4 ENSG00000001036 ENSSSCG00000004133 100154940 0.284724036731003 0.277930244889629 0.288824897953668 0.283338233561761 0.269557559650874 0.263044047429238 0.265719914493437 0.277220434313931 0.273443054846737 0.283585309254863 0.28038722131753 0.252928599665626 0.266704845239307 0.265872334819623 0.286769750144121 0.286746960125286 0.272387338851467 0.286962463306117 0.251777508002894 0.275100820149293 0.287003564035865 0.293244747553542 0.290070485113824 0.27701785021853 0.276079158995753 0.275510687515885 0.276000980660883 0.258832641695765 0.650918970671363 0.628649405037898 0.645168756705407 0.643681162751941 0.644074220752978 0.647984784338567 0.647754287800144 0.61386312897405 0.668955597824057 0.580502197839335 0.640044033874112 0.702591885978061 0.62139032058696 0.659351942497901 0.737433607873597 0.749455883739833 0.567360069010551
5 ENSG00000001084 ENSSSCG00000001488 100522018 0.289307585208584 0.273181536865131 0.273426864066169 0.263506406780444 0.286780734295728 0.303718613304381 0.336860448728988 0.278443002414053 0.274784095566585 0.270689233910379 0.278661453193987 0.307618174917553 0.298818549585953 0.288271478110873 0.266050044466632 0.26224712153488 0.29709247010167 0.281445263140964 0.266362487998847 0.266580259096937 0.278557883682956 0.261650919243918 0.276605184560918 0.272230087094828 0.272929564163895 0.302014616646793 0.300452193189029 0.263266290166308 0.436787652488093 0.463245452181336 0.417043302446769 0.430644954652851 0.435811042208763 0.439712141815163 0.610134968899559 0.630260930104559 0.570927705463302 0.670862510108915 0.534662676636652 0.382241950376 0.565630436985869 0.53853633223148 0.562054305907809 0.572723462879918 0.532162637568548
6 ENSG00000001630 ENSSSCG00000015311 403334 0.267300086152284 0.266623784604 0.265451392485413 0.275472681776132 0.267859979002106 0.247754517427808 0.285402058364478 0.267414952008683 0.262215904463598 0.262350639269662 0.270720250090481 0.251633904990011 0.263852809895467 0.279115349844002 0.276179912085245 0.271938057311633 0.25298966922959 0.256668462119774 0.269264141067112 0.263377646757315 0.248283013418529 0.274355998787212 0.271512247874011 0.264541608916819 0.265107031552902 0.269765224821572 0.261438239965942 0.277938132824345 0.62964232757055 0.62647261415456 0.603081651025191 0.633630925070917 0.61757304102167 0.630424358525441 0.913781568310347 0.926693644311571 0.954778338425926 0.914957093853799 0.953679622995433 0.91461752402589 0.537656838567906 0.664996456989396 0.609668712453615 0.599219137544799 0.640105695062334
7 ENSG00000002016 ENSSSCG00000000754 100141308 0.27827237465748 0.277107688775149 0.275276804997553 0.270690783626802 0.283321590750111 0.261644703254498 0.283305947014229 0.286512115800552 0.26796857538098 0.278314489457357 0.278578837648441 0.28061305593665 0.250333081583407 0.273935243693588 0.277836864650778 0.267670819253271 0.290235217411533 0.269950087467937 0.293617663032285 0.272286860108742 0.266828433729712 0.278272759693213 0.279851151014508 0.283294710810043 0.281484187689137 0.287596768565529 0.259223356813194 0.275865779027958 0.536643169090897 0.54923988702656 0.546507525350608 0.562260638417785 0.525368290971598 0.544176832554261 0.770980130481511 0.727706768558877 0.768738994649889 0.819701415416786 0.749931746045815 0.759933092347486 0.593997426610847 0.626977950011489 0.567826705853578 0.589447236557676 0.570326274814725
8 ENSG00000002726 ENSSSCG00000016442 100517436 0.311640335086181 0.285907666111791 0.294487459143496 0.354889523622535 0.282224141211039 0.29774321641322 0.266779700379601 0.290966046012921 0.290186234375083 0.30167512130969 0.271244946032809 0.333897569026132 0.295560559207463 0.286013595281411 0.311334758105634 0.323948823583021 0.278563354727936 0.294002684522511 0.276189734764191 0.271072054629293 0.297644926390661 0.294524355927818 0.352667217623512 0.340256424748956 0.281606935822945 0.285867558609498 0.290774797863316 0.278157450965589 0.115831367408766 0.0399817591317212 0.133879827174921 0.204888565727757 0.138632353231968 0.204456810867394 NaN 0.374997788118651 0.40796714183292 0.379058132640863 0.372628782709548 0.489480273675687 0.524822442798643 0.548841730389623 0.575117529601179 0.523693673555802 0.559320008623059
9 ENSG00000003147 ENSSSCG00000021298 100511342 0.322576068403644 0.30619594916624 0.432020892624606 0.295646999418703 0.302783210911776 0.269298568526792 0.308150938780057 0.316096644425124 0.281408613732938 0.295994475000123 0.317938991776097 0.278034832029762 0.256306170310435 0.270849780150282 0.3235410913711 0.307081619483855 0.302769341259833 0.270522645979716 0.305599090622873 0.282940814882334 0.267205903390777 0.301066486666919 0.315730273056091 0.275986715653992 0.29612109629507 0.307206686223072 0.256459160712497 0.27495573610037 0.381812143964533 0.370579770729795 0.398125774842121 0.376229448911033 0.409045894101445 0.39376951681911 0.716275505982878 0.65322234597915 0.745285751502427 0.709306148398203 0.677900922327059 0.700836658930453 0.592180376581751 0.472238815963899 0.628256340020007 0.530846661037273 0.549833168649163
10 ENSG00000003402 ENSSSCG00000016101 414381 0.270391155505567 0.255152738374664 0.276597379887251 0.25816122628302 0.251983014832554 0.260509603595788 0.256511630235044 0.251103102574076 0.270557657162821 0.253107636932297 0.254332873861665 0.244709033725623 0.271617846224819 0.253152188669935 0.279792241205183 0.264201562153407 0.246338975539066 0.264224377777628 0.240264021980564 0.258864704676429 0.265048933198242 0.245412536378085 0.255188930277507 0.252680606327469 0.236215248577266 0.250892844965271 0.274002878261283 0.25116693330239 0.602116864278158 0.575467915972492 0.606348458492206 0.614493795560612 0.611756503302745 0.621403628638349 0.645337061332308 0.660839319732341 0.65378127700203 0.714814319334584 0.705718255670811 0.639107061771411 0.630506437808535 0.630190945729396 0.667566146167761 0.609129600123407 0.637701062225124
