"ID","GB_ACC","Name","SPOT_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"11669","AA040657","","",-0.7818491805625,0.286738480730769,-3.73380445638002,0.000829265010363509,0.0680339857011471,-0.544405978727456
"3562","T84865","Hs.443417_MIN","",-0.830288916125,-0.0944030023076923,-3.73278918576027,0.000831512415346515,0.0680339857011471,-0.546743359573035
"6739","R78823","Hs.517033_TGM","",1.478436938,2.11620440846154,3.73226863238923,0.000832667016724712,0.0680339857011471,-0.547941723336322
"14321","W05102","","",-0.5072143445375,-0.0557107667307692,-3.73188421915279,0.000833520659541212,0.0680339857011471,-0.548826650310023
"4889","","","--BLANK",-0.698451708275,-0.0826678794615385,-3.73094763435024,0.000835604051673498,0.0680339857011471,-0.550982583551457
"11564","N46627","Hs.411308_GALNTL","",-0.5372110848125,0.135307401192308,-3.73041499719598,0.000836791145153863,0.0680339857011471,-0.552208600288295
"7289","W48584","Hs.519568_P4HA","",0.6479256433875,-0.0557298743461538,3.72940447520545,0.000839047828510436,0.0680339857011471,-0.554534474659353
"2663","AA135928","Hs.301760_FRE","",0.608160969,-0.77069759,3.72922315459902,0.000839453378884046,0.0680339857011471,-0.554951794222424
"7545","AI820765","","",-0.737544040575,0.289027575461538,-3.72839306003036,0.000841312451262134,0.0680339857011471,-0.556862232883214
"6518","","","--BLANK",-0.6580710583375,-0.0837669737307692,-3.72673622783815,0.000845035094353419,0.0680339857011471,-0.560675037299524
"511","","","--UNRESOLVE",-0.7062501101875,-0.0373146619230769,-3.72590731811214,0.000846903550652341,0.0680339857011471,-0.562582401731622
"6901","","","--BLANK",0.6968193814375,-0.261493383961538,3.72028608128549,0.000859681208500049,0.0680339857011471,-0.575514092954935
"232","AW966938","Hs.211520_KIAA143","",-0.6324225063125,0.156736648192308,-3.71785427005116,0.000865267058290071,0.0680339857011471,-0.581106827623295
"2837","AA250896","","",-0.752668506625,-0.486087923461538,-3.71344878115627,0.000875476710150472,0.0680339857011471,-0.591236100995028
"15580","","","--UNRESOLVE",-0.789463626675,0.262032117038462,-3.71058590121573,0.000882174264044614,0.0680339857011471,-0.59781676496368
"2786","T80934","Hs.124366_BB","",-0.6589739153125,-0.0216753239230769,-3.70736630906012,0.000889766018197285,0.0680339857011471,-0.60521568940388
"4536","N44262","Hs.446559","",-0.5134367261125,-0.0790119319230769,-3.70602577280404,0.00089294573298423,0.0680339857011471,-0.608295840040165
"7593","","","--BLANK",0.552233695625,-0.215251018615385,3.70527226456906,0.000894737894432466,0.0680339857011471,-0.610027039795393
"2494","R94807","Hs.498732_PHY","",0.912991708,0.496946838076923,3.70490445740562,0.000895613968650595,0.0680339857011471,-0.610872048189562
"18553","H82166","Hs.278569_SNX1","",1.1335117459,-0.0762261361153846,3.70404253948477,0.000897670234989259,0.0680339857011471,-0.612852145900115
"13031","R49895","","",-0.784293774125,-0.0646772565384615,-3.70298460701752,0.00090020042279967,0.0680339857011471,-0.615282374913308
"1408","","","--BLANK",0.6624854055,-0.561484442538462,3.70144552769065,0.000903893756232688,0.0680339857011471,-0.618817523310256
"1042","","","--BLANK",0.84035248115,-0.0911008005,3.70009854915809,0.000907138222349155,0.0680339857011471,-0.621911092875505
"7464","T70759","Hs.548299","",-0.82998264545,-0.0483028293461539,-3.69492001320056,0.000919717802335142,0.0680339857011471,-0.633801551438194
"12835","BG403642","Hs.481166_CBR","",0.691707743038461,0.158224068904762,3.78184938301615,0.000927055191064225,0.0680339857011471,-0.633960896692471
"2100","R50299","Hs.529755_Sharpi","",0.654172237625,-0.831194266153846,3.69305966885355,0.000924278288215594,0.0680339857011471,-0.638071950548103
"6720","AV713606","Hs.356502_RPLP","",1.77886831333333,-1.423085241,3.70530076796004,0.000931354548378095,0.0680339857011471,-0.640346736247903
"15937","AA043544","","",-0.613813816375,0.141199863192308,-3.69189818850693,0.000927136731745104,0.0680339857011471,-0.640737807349416
"8368","H62270","Hs.38039_LGP","",0.5254123653625,0.258997750076923,3.69123187299969,0.000928780444217947,0.0680339857011471,-0.64226704322107
"15315","","","--UNRESOLVE",-0.854679210525,-0.150839814846154,-3.69081444976986,0.000929811618709498,0.0680339857011471,-0.643225015917408
"3951","W03772","Hs.18925_CRB","",-0.5769709464,0.110878073961538,-3.69072967257943,0.000930021182886109,0.0680339857011471,-0.643419573057431
"10393","N44006","Hs.440168_DSCR1L","",-0.424255736925,0.0210765453076923,-3.68643649685572,0.000940694053428931,0.0680339857011471,-0.653270424489721
"18607","W84819","Hs.270492_MLL","",-0.6674992925,0.0121018106153846,-3.68544694521238,0.000943170959854812,0.0680339857011471,-0.655540525710503
"18608","BM968759","Hs.520627_IQC","",-0.593448072375,0.0463413767307692,-3.6842807967856,0.000946098056023645,0.0680339857011471,-0.658215529750006
"3214","R25215","Hs.224282_LANCL","",0.64144778795,0.335996323576923,3.68190996678112,0.000952076282485487,0.0680339857011471,-0.663653184234883
"15951","AA028120","Hs.483793_FLJ3674","",-0.6488975094375,0.0174960117307692,-3.68184614320166,0.000952237726101343,0.0680339857011471,-0.663799554004594
"14273","AA436544","Hs.497822_DUSP1","",-0.37193979375,0.0427137400769231,-3.67945636342212,0.000958301977253483,0.0680339857011471,-0.669279632172033
"2860","BM794983","","",2.1406552331875,-0.605952072653846,3.67394103727501,0.00097244150430726,0.0680339857011471,-0.681923104884611
"11884","","","--BLANK",-1.08216878771154,0.533290329809524,-3.75857383747589,0.000982510683103437,0.0680339857011471,-0.682684080683282
"2618","BG749189","Hs.76686_GPX","",1.467499757875,-0.418961653923077,3.67129841891738,0.000979288139138909,0.0680339857011471,-0.687979177156433
"13940","AA037825","","",-0.718249971066667,0.055694015826087,-3.71811080359165,0.000983730622590041,0.0680339857011471,-0.688245902548299
"11080","R88496","Hs.438782_HDAC","",0.562082566175,-0.0231107005,3.67019053064446,0.000982172461540263,0.0680339857011471,-0.690517744084708
"7357","","","--BLANK",-0.530684236,-0.0684928384615385,-3.66929988514666,0.000984497202772283,0.0680339857011471,-0.692558369956265
