,228845_at
SNOWBALL_006376,202559_x_at
SNOWBALL_006376,202560_s_at
SNOWBALL_006378,224531_at
SNOWBALL_006381,205234_at
SNOWBALL_006387,214606_at
SNOWBALL_006387,227236_at
SNOWBALL_006387,227233_at
SNOWBALL_006390,200660_at
SNOWBALL_006396,203310_at
SNOWBALL_006399,204129_at
SNOWBALL_006404,223861_at
SNOWBALL_006405,201289_at
SNOWBALL_006405,210764_s_at
SNOWBALL_006409,204646_at
SNOWBALL_006409,1554534_at
SNOWBALL_006409,1554536_at
SNOWBALL_006411,215285_s_at
SNOWBALL_006411,210191_s_at
SNOWBALL_006411,205702_at
SNOWBALL_006416,223459_s_at
SNOWBALL_006416,221222_s_at
SNOWBALL_006416,230468_s_at
SNOWBALL_006416,239536_at
SNOWBALL_006422,219923_at
SNOWBALL_006422,242056_at
SNOWBALL_006427,202809_s_at
SNOWBALL_006427,222217_s_at
SNOWBALL_006437,207645_s_at
SNOWBALL_006437,212539_at
SNOWBALL_006437,1556988_s_at
SNOWBALL_006444,225226_at
SNOWBALL_006446,229537_at
SNOWBALL_006446,227155_at
SNOWBALL_006446,241922_at
SNOWBALL_006446,209204_at
SNOWBALL_006446,209205_s_at
SNOWBALL_006447,1553454_at
SNOWBALL_006450,200802_at
SNOWBALL_006453,229120_s_at
SNOWBALL_006453,222537_s_at
SNOWBALL_006453,218157_x_at
SNOWBALL_006453,223674_s_at
SNOWBALL_006455,204666_s_at
SNOWBALL_006455,235294_at
SNOWBALL_006455,228026_at
SNOWBALL_006455,221705_s_at
SNOWBALL_006458,200885_at
SNOWBALL_006459,205361_s_at
SNOWBALL_006459,205362_s_at
SNOWBALL_006459,205360_at
SNOWBALL_006461,231044_at
SNOWBALL_006465,205369_x_at
SNOWBALL_006465,205371_s_at
SNOWBALL_006465,205370_x_at
SNOWBALL_006465,244687_at
SNOWBALL_006465,211196_at
SNOWBALL_006469,1560101_at
SNOWBALL_006474,1570207_at
SNOWBALL_006478,223762_at
SNOWBALL_006480,219504_s_at
SNOWBALL_006480,222893_s_at
SNOWBALL_006483,214433_s_at
SNOWBALL_006488,222443_s_at
SNOWBALL_006488,1554602_at
SNOWBALL_006488,217856_at
SNOWBALL_006488,217857_s_at
SNOWBALL_006488,214113_s_at
SNOWBALL_006488,213852_at
SNOWBALL_006492,219473_at
SNOWBALL_006492,1554154_at
SNOWBALL_006497,241469_at
SNOWBALL_006497,1564285_at
SNOWBALL_006500,207167_at
SNOWBALL_006502,202554_s_at
SNOWBALL_006502,235867_at
SNOWBALL_006505,221081_s_at
SNOWBALL_006505,235986_at
SNOWBALL_006506,202809_s_at
SNOWBALL_006509,244227_at
SNOWBALL_006510,220578_at
SNOWBALL_006510,226071_at
SNOWBALL_006511,210085_s_at
SNOWBALL_006511,211712_s_at
SNOWBALL_006513,203910_at
SNOWBALL_006513,1560318_at
SNOWBALL_006513,1554736_at
SNOWBALL_006514,229382_at
SNOWBALL_006514,229608_at
SNOWBALL_006514,220476_s_at
SNOWBALL_006514,241809_at
SNOWBALL_006515,203035_s_at
SNOWBALL_006519,1553229_at
SNOWBALL_006520,216044_x_at
SNOWBALL_006520,213689_x_at
SNOWBALL_006521,219464_at
SNOWBALL_006527,228466_at
SNOWBALL_006530,220948_s_at
SNOWBALL_006534,208498_s_at
SNOWBALL_006534,228023_x_at
SNOWBALL_006538,203868_s_at
SNOWBALL_006539,203416_at
SNOWBALL_006539,242946_at
SNOWBALL_006545,232283_at
SNOWBALL_006548,202421_at
SNOWBALL_006548,1552672_a_at
SNOWBALL_006548,1556163_a_at
SNOWBALL_006550,233141_s_at
SNOWBALL_006550,1552739_s_at
SNOWBALL_006550,219964_at
SNOWBALL_006550,1552738_a_at
SNOWBALL_006550,230079_at
SNOWBALL_006551,207514_s_at
SNOWBALL_006551,214286_at
SNOWBALL_006553,206817_x_at
SNOWBALL_006553,215045_at
SNOWBALL_006554,217922_at
SNOWBALL_006554,217921_at
SNOWBALL_006554,1552481_s_at
SNOWBALL_006554,217920_at
SNOWBALL_006554,217282_at
SNOWBALL_006559,223331_s_at
SNOWBALL_006559,224315_at
SNOWBALL_006561,1553454_at
SNOWBALL_006562,206773_at
SNOWBALL_006563,1553333_at
SNOWBALL_006567,205432_at
SNOWBALL_006571,233287_at
SNOWBALL_006571,229925_at
SNOWBALL_006574,200848_at
SNOWBALL_006574,200850_s_at
SNOWBALL_006574,200849_s_at
SNOWBALL_006576,206814_at
SNOWBALL_006578,219506_at
SNOWBALL_006581,221856_s_at
SNOWBALL_006586,201896_s_at
SNOWBALL_006593,224307_x_at
SNOWBALL_006593,226770_at
SNOWBALL_006593,230409_at
SNOWBALL_006597,200705_s_at
SNOWBALL_006599,223447_at
SNOWBALL_006599,1554436_a_at
SNOWBALL_006599,238984_at
SNOWBALL_006601,222790_s_at
SNOWBALL_006601,222788_s_at
SNOWBALL_006601,222789_at
SNOWBALL_006601,213694_at
SNOWBALL_006601,222791_at
SNOWBALL_006602,204731_at
SNOWBALL_006602,226625_at
SNOWBALL_006603,225222_at
SNOWBALL_006604,205807_s_at
SNOWBALL_006605,204032_at
SNOWBALL_006607,226000_at
SNOWBALL_006607,231822_at
SNOWBALL_006607,239525_at
SNOWBALL_006609,218040_at
SNOWBALL_006609,230270_at
SNOWBALL_006612,227278_at
SNOWBALL_006612,205966_at
SNOWBALL_006614,211609_x_at
SNOWBALL_006614,210460_s_at
SNOWBALL_006614,200882_s_at
SNOWBALL_006614,210459_at
SNOWBALL_006615,208066_s_at
SNOWBALL_006616,209044_x_at
SNOWBALL_006620,201009_s_at
SNOWBALL_006620,201008_s_at
SNOWBALL_006620,201010_s_at
SNOWBALL_006621,231118_at
SNOWBALL_006622,243087_at
SNOWBALL_006625,234986_at
SNOWBALL_006625,203925_at
SNOWBALL_006625,236140_at
SNOWBALL_006628,202421_at
SNOWBALL_006628,1552672_a_at
SNOWBALL_006628,1556163_a_at
SNOWBALL_006632,226217_at
SNOWBALL_006632,226601_at
SNOWBALL_006632,239596_at
SNOWBALL_006634,201377_at
SNOWBALL_006634,201378_s_at
SNOWBALL_006634,214695_at
SNOWBALL_006634,209947_at
SNOWBALL_006635,223066_at
SNOWBALL_006636,214529_at
SNOWBALL_006639,218795_at
SNOWBALL_006640,214599_at
SNOWBALL_006641,212742_at
SNOWBALL_006641,226468_at
SNOWBALL_006641,243976_at
SNOWBALL_006647,218576_s_at
SNOWBALL_006648,210107_at
SNOWBALL_006650,1553565_s_at
SNOWBALL_006650,209094_at
SNOWBALL_006650,243711_at
SNOWBALL_006652,1558517_s_at
SNOWBALL_006652,223533_at
SNOWBALL_006652,228314_at
SNOWBALL_006652,1570007_at
SNOWBALL_006652,1562712_at
SNOWBALL_006654,223762_at
SNOWBALL_006654,202261_at
SNOWBALL_006655,236534_at
SNOWBALL_006655,1553072_at
SNOWBALL_006656,219490_s_at
SNOWBALL_006656,222889_at
SNOWBALL_006657,205573_s_at
SNOWBALL_006661,1555139_a_at
SNOWBALL_006661,238573_at
SNOWBALL_006661,227436_at
SNOWBALL_006661,220031_at
SNOWBALL_006661,229488_at
SNOWBALL_006661,238994_at
SNOWBALL_006664,226718_at
SNOWBALL_006669,240837_at
SNOWBALL_006672,220944_at
SNOWBALL_006682,219345_at
SNOWBALL_006684,207153_s_at
SNOWBALL_006687,206406_at
SNOWBALL_006688,1555762_s_at
SNOWBALL_006688,229048_at
SNOWBALL_006688,1555760_a_at
SNOWBALL_006688,219286_s_at
SNOWBALL_006688,232971_at
SNOWBALL_006695,207237_at
SNOWBALL_006698,206771_at
SNOWBALL_006701,1560091_a_at
SNOWBALL_006701,1562309_s_at
SNOWBALL_006702,208833_s_at
SNOWBALL_006702,208832_at
SNOWBALL_006703,201787_at
SNOWBALL_006703,202995_s_at
SNOWBALL_006703,202994_s_at
SNOWBALL_006703,207834_at
SNOWBALL_006703,207835_at
SNOWBALL_006704,220548_at
SNOWBALL_006705,206526_at
SNOWBALL_006706,215942_s_at
SNOWBALL_006706,211040_x_at
SNOWBALL_006706,204318_s_at
SNOWBALL_006706,204315_s_at
SNOWBALL_006711,204317_at
SNOWBALL_006711,213634_s_at
SNOWBALL_006712,222583_s_at
SNOWBALL_006712,218294_s_at
SNOWBALL_006712,218295_s_at
SNOWBALL_006712,218293_x_at
SNOWBALL_006712,213682_at
SNOWBALL_006715,227590_at
SNOWBALL_006717,218272_at
SNOWBALL_006718,223228_at
SNOWBALL_006720,202211_at
SNOWBALL_006724,1554574_a_at
SNOWBALL_006724,201885_s_at
SNOWBALL_006725,229822_at
SNOWBALL_006725,223562_at
SNOWBALL_006725,233510_s_at
SNOWBALL_006725,244229_at
SNOWBALL_006727,52837_at
SNOWBALL_006727,221901_at
SNOWBALL_006729,205980_s_at
SNOWBALL_006729,37117_at
SNOWBALL_006729,232567_at
SNOWBALL_006729,1555162_at
SNOWBALL_006730,201651_s_at
SNOWBALL_006730,1554691_a_at
SNOWBALL_006733,219425_at
SNOWBALL_006735,202096_s_at
SNOWBALL_006738,225682_s_at
SNOWBALL_006738,225678_at
SNOWBALL_006743,200779_at
SNOWBALL_006745,202221_s_at
SNOWBALL_006745,213579_s_at
SNOWBALL_006746,210380_s_at
SNOWBALL_006746,207869_s_at
SNOWBALL_006746,211315_s_at
SNOWBALL_006746,211802_x_at
SNOWBALL_006746,211314_at
SNOWBALL_006748,223855_s_at
SNOWBALL_006748,221354_s_at
SNOWBALL_006748,230498_at
SNOWBALL_006749,201077_s_at
SNOWBALL_006749,201076_at
SNOWBALL_006749,230443_at
SNOWBALL_006750,1555815_a_at
SNOWBALL_006750,223205_s_at
SNOWBALL_006755,225682_s_at
SNOWBALL_006755,225678_at
SNOWBALL_006757,212527_at
SNOWBALL_006757,212528_at
SNOWBALL_006761,226504_at
SNOWBALL_006765,221516_s_at
SNOWBALL_006765,224319_s_at
SNOWBALL_006765,204593_s_at
SNOWBALL_006765,204594_s_at
SNOWBALL_006767,225148_at
SNOWBALL_006768,215292_s_at
SNOWBALL_006768,212748_at
SNOWBALL_006768,215291_at
SNOWBALL_006768,1559902_at
SNOWBALL_006769,207498_s_at
SNOWBALL_006769,215809_at
SNOWBALL_006776,1552394_a_at
SNOWBALL_006776,1552393_at
SNOWBALL_006778,200792_at
SNOWBALL_006780,235269_at
SNOWBALL_006782,200793_s_at
SNOWBALL_006783,203467_at
SNOWBALL_006786,202001_s_at
SNOWBALL_006786,202000_at
SNOWBALL_006787,210250_x_at
SNOWBALL_006787,202144_s_at
SNOWBALL_006788,214210_at
SNOWBALL_006788,211754_s_at
SNOWBALL_006790,208886_at
SNOWBALL_006793,202332_at
SNOWBALL_006793,225756_at
SNOWBALL_006793,226858_at
SNOWBALL_006793,222015_at
SNOWBALL_006795,204746_s_at
SNOWBALL_006796,212104_s_at
SNOWBALL_006796,216215_s_at
SNOWBALL_006796,213901_x_at
SNOWBALL_006798,1565527_x_at
SNOWBALL_006798,1565525_a_at
SNOWBALL_006798,1569206_at
SNOWBALL_006798,1569207_s_at
SNOWBALL_006798,1553861_at
SNOWBALL_006798,1559413_at
SNOWBALL_006798,1565000_a_at
SNOWBALL_006801,1559072_a_at
SNOWBALL_006801,1560713_a_at
SNOWBALL_006803,209511_at
SNOWBALL_006804,204017_at
SNOWBALL_006804,207265_s_at
SNOWBALL_006804,207264_at
SNOWBALL_006805,209546_s_at
SNOWBALL_006805,221087_s_at
SNOWBALL_006805,223801_s_at
SNOWBALL_006805,1555600_s_at
SNOWBALL_006805,224491_at
SNOWBALL_006805,221653_x_at
SNOWBALL_006805,221013_s_at
SNOWBALL_006806,201178_at
SNOWBALL_006806,1554423_a_at
SNOWBALL_006808,220707_s_at
SNOWBALL_006808,233250_x_at
SNOWBALL_006808,231846_at
SNOWBALL_006809,209674_at
SNOWBALL_006811,209605_at
SNOWBALL_006814,209546_s_at
SNOWBALL_006814,221087_s_at
SNOWBALL_006814,223801_s_at
SNOWBALL_006814,1555600_s_at
SNOWBALL_006814,224491_at
SNOWBALL_006814,221653_x_at
SNOWBALL_006814,221013_s_at
SNOWBALL_006815,205561_at
SNOWBALL_006815,1554566_at
SNOWBALL_006819,217960_s_at
SNOWBALL_006819,222474_s_at
SNOWBALL_006820,204589_at
SNOWBALL_006821,36475_at
SNOWBALL_006821,205164_at
SNOWBALL_006822,209077_at
SNOWBALL_006822,209078_s_at
SNOWBALL_006824,211451_s_at
SNOWBALL_006824,208359_s_at
SNOWBALL_006825,200005_at
SNOWBALL_006827,238692_at
SNOWBALL_006827,228570_at
SNOWBALL_006830,204008_at
SNOWBALL_006831,217719_at
SNOWBALL_006832,231617_at
SNOWBALL_006833,208719_s_at
SNOWBALL_006833,208151_x_at
SNOWBALL_006833,213998_s_at
SNOWBALL_006833,208718_at
SNOWBALL_006833,230180_at
SNOWBALL_006834,206322_at
SNOWBALL_006835,223706_at
SNOWBALL_006836,205276_s_at
SNOWBALL_006836,226359_at
SNOWBALL_006836,219357_at
SNOWBALL_006838,219446_at
SNOWBALL_006838,229637_at
SNOWBALL_006839,212144_at
SNOWBALL_006842,209843_s_at
SNOWBALL_006842,209842_at
SNOWBALL_006843,215938_s_at
SNOWBALL_006843,210647_x_at
SNOWBALL_006843,204691_x_at
SNOWBALL_006844,241869_at
SNOWBALL_006844,219716_at
SNOWBALL_006846,202027_at
SNOWBALL_006851,209195_s_at
SNOWBALL_006851,216743_at
SNOWBALL_006853,203524_s_at
SNOWBALL_006855,220455_at
SNOWBALL_006857,206967_at
SNOWBALL_006857,225493_at
SNOWBALL_006860,208386_x_at
SNOWBALL_006860,208382_s_at
SNOWBALL_006862,205159_at
SNOWBALL_006868,239912_at
SNOWBALL_006868,201751_at
SNOWBALL_006868,229076_s_at
SNOWBALL_006869,213479_at
SNOWBALL_006870,201606_s_at
SNOWBALL_006870,201608_s_at
SNOWBALL_006870,201607_at
SNOWBALL_006871,200042_at
SNOWBALL_006873,219324_at
SNOWBALL_006873,222057_at
SNOWBALL_006876,1554451_s_at
SNOWBALL_006876,223420_at
SNOWBALL_006876,224914_s_at
SNOWBALL_006878,206381_at
SNOWBALL_006878,229057_at
SNOWBALL_006881,227711_at
SNOWBALL_006884,206194_at
SNOWBALL_006885,206892_at
SNOWBALL_006894,204173_at
SNOWBALL_006895,209930_s_at
SNOWBALL_006897,214788_x_at
SNOWBALL_006898,202857_at
SNOWBALL_006898,209796_s_at
SNOWBALL_006898,1557798_at
SNOWBALL_006898,209797_at
SNOWBALL_006899,204574_s_at
SNOWBALL_006899,204575_s_at
SNOWBALL_006901,1552281_at
SNOWBALL_006901,231667_at
SNOWBALL_006906,207669_at
SNOWBALL_006906,213711_at
SNOWBALL_006906,215189_at
SNOWBALL_006913,212639_x_at
SNOWBALL_006913,213646_x_at
SNOWBALL_006913,201090_x_at
SNOWBALL_006913,211072_x_at
SNOWBALL_006913,211058_x_at
SNOWBALL_006916,214146_s_at
SNOWBALL_006921,224914_s_at
SNOWBALL_006921,229069_at
SNOWBALL_006923,220441_at
SNOWBALL_006923,244193_at
SNOWBALL_006923,217288_at
SNOWBALL_006923,239065_at
SNOWBALL_006924,211662_s_at
SNOWBALL_006925,224039_at
SNOWBALL_006928,228263_at
SNOWBALL_006936,208570_at
SNOWBALL_006941,222040_at
SNOWBALL_006941,213356_x_at
SNOWBALL_006941,200016_x_at
SNOWBALL_006941,221919_at
SNOWBALL_006941,214280_x_at
SNOWBALL_006951,207065_at
SNOWBALL_006965,201820_at
SNOWBALL_006967,233158_at
SNOWBALL_006970,204173_at
SNOWBALL_006976,225747_at
SNOWBALL_006978,220036_s_at
SNOWBALL_006980,207669_at
SNOWBALL_006980,213711_at
SNOWBALL_006980,215189_at
SNOWBALL_006982,231865_at
SNOWBALL_006982,1562457_at
SNOWBALL_006984,207132_x_at
SNOWBALL_006984,210908_s_at
SNOWBALL_006985,203677_s_at
SNOWBALL_006991,201389_at
SNOWBALL_006993,216219_at
SNOWBALL_006993,208435_s_at
SNOWBALL_006995,218220_at
SNOWBALL_006997,225636_at
SNOWBALL_006997,205170_at
SNOWBALL_006997,217199_s_at
SNOWBALL_006998,236630_at
SNOWBALL_006998,240285_at
SNOWBALL_006998,206672_at
SNOWBALL_006999,208660_at
SNOWBALL_007004,209008_x_at
SNOWBALL_007007,206390_x_at
SNOWBALL_007014,208858_s_at
SNOWBALL_007016,218556_at
SNOWBALL_007017,228308_at
SNOWBALL_007017,219118_at
SNOWBALL_007017,219117_s_at
SNOWBALL_007024,204189_at
SNOWBALL_007024,204188_s_at
SNOWBALL_007027,1552340_at
SNOWBALL_007030,207262_at
SNOWBALL_007031,217726_at
SNOWBALL_007031,222386_s_at
SNOWBALL_007034,206444_at
SNOWBALL_007037,216860_s_at
SNOWBALL_007037,226234_at
SNOWBALL_007037,226232_at
SNOWBALL_007043,219724_s_at
SNOWBALL_007043,222920_s_at
SNOWBALL_007044,206213_at
SNOWBALL_007047,203851_at
SNOWBALL_007053,224465_s_at
SNOWBALL_007053,242304_at
SNOWBALL_007058,210106_at
SNOWBALL_007058,202592_at
SNOWBALL_007058,236291_at
SNOWBALL_007059,1553713_a_at
SNOWBALL_007059,1570253_a_at
SNOWBALL_007062,213198_at
SNOWBALL_007062,208218_s_at
SNOWBALL_007062,205209_at
SNOWBALL_007062,208223_s_at
SNOWBALL_007062,208222_at
SNOWBALL_007062,208219_at
SNOWBALL_007064,213847_at
SNOWBALL_007070,212494_at
SNOWBALL_007073,205448_s_at
SNOWBALL_007073,205447_s_at
SNOWBALL_007073,230921_s_at
SNOWBALL_007075,234979_at
SNOWBALL_007076,221318_at
SNOWBALL_007077,226966_at
SNOWBALL_007078,207670_at
SNOWBALL_007080,238959_at
SNOWBALL_007080,1555384_a_at
SNOWBALL_007080,238960_s_at
SNOWBALL_007080,214155_s_at
SNOWBALL_007080,212714_at
SNOWBALL_007082,236291_at
SNOWBALL_007082,210106_at
SNOWBALL_007089,203117_s_at
SNOWBALL_007089,209796_s_at
SNOWBALL_007091,201596_x_at
SNOWBALL_007092,204252_at
SNOWBALL_007092,211804_s_at
SNOWBALL_007097,1569428_at
SNOWBALL_007097,203385_at
SNOWBALL_007097,211272_s_at
SNOWBALL_007101,1552281_at
SNOWBALL_007101,231667_at
SNOWBALL_007107,205900_at
SNOWBALL_007110,207065_at
SNOWBALL_007113,210677_at
SNOWBALL_007115,218484_at
SNOWBALL_007116,229888_at
SNOWBALL_007116,243056_at
SNOWBALL_007123,217609_at
SNOWBALL_007123,206076_at
SNOWBALL_007124,219099_at
SNOWBALL_007128,213234_at
SNOWBALL_007128,1559302_at
SNOWBALL_007134,201184_s_at
SNOWBALL_007134,201183_s_at
SNOWBALL_007134,201182_s_at
SNOWBALL_007136,207643_s_at
SNOWBALL_007138,223820_at
SNOWBALL_007142,221696_s_at
SNOWBALL_007142,220030_at
SNOWBALL_007146,229126_at
SNOWBALL_007146,226860_at
SNOWBALL_007146,230676_s_at
SNOWBALL_007146,219941_at
SNOWBALL_007147,1554116_s_at
SNOWBALL_007147,229138_at
SNOWBALL_007147,220315_at
SNOWBALL_007150,207062_at
SNOWBALL_007151,225528_at
SNOWBALL_007151,205701_at
SNOWBALL_007152,229451_at
SNOWBALL_007153,222974_at
SNOWBALL_007153,221165_s_at
SNOWBALL_007161,217974_at
SNOWBALL_007161,222477_s_at
SNOWBALL_007162,204146_at
SNOWBALL_007166,214352_s_at
SNOWBALL_007166,204010_s_at
SNOWBALL_007166,231640_at
SNOWBALL_007166,204009_s_at
SNOWBALL_007166,1559204_x_at
SNOWBALL_007166,1559203_s_at
SNOWBALL_007167,218102_at
SNOWBALL_007171,34697_at
SNOWBALL_007171,225745_at
SNOWBALL_007171,205606_at
SNOWBALL_007172,1555756_a_at
SNOWBALL_007172,1555214_a_at
SNOWBALL_007172,221698_s_at
SNOWBALL_007172,1554406_a_at
SNOWBALL_007172,1555213_a_at
SNOWBALL_007172,241098_at
SNOWBALL_007174,229344_x_at
SNOWBALL_007174,225978_at
SNOWBALL_007174,225999_at
SNOWBALL_007174,226164_x_at
SNOWBALL_007174,236911_at
SNOWBALL_007176,221111_at
SNOWBALL_007178,218268_at
SNOWBALL_007178,230072_at
SNOWBALL_007181,207344_at
SNOWBALL_007183,203005_at
SNOWBALL_007183,1559458_at
SNOWBALL_007186,1555691_a_at
SNOWBALL_007186,205821_at
SNOWBALL_007187,1555691_a_at
SNOWBALL_007187,205821_at
SNOWBALL_007188,221241_s_at
SNOWBALL_007188,1569719_at
SNOWBALL_007188,1552841_s_at
SNOWBALL_007189,200903_s_at
SNOWBALL_007190,1552304_at
SNOWBALL_007190,1552306_at
SNOWBALL_007192,235439_at
SNOWBALL_007192,205228_at
SNOWBALL_007192,34187_at
SNOWBALL_007192,235558_at
SNOWBALL_007193,206150_at
SNOWBALL_007197,200822_x_at
SNOWBALL_007197,210050_at
SNOWBALL_007197,213011_s_at
SNOWBALL_007200,AFFX-HUMGAPDH/M33197_M_at
SNOWBALL_007200,213453_x_at
SNOWBALL_007200,212581_x_at
SNOWBALL_007200,217398_x_at
SNOWBALL_007200,AFFX-HUMGAPDH/M33197_3_at
SNOWBALL_007200,AFFX-HUMGAPDH/M33197_5_at
SNOWBALL_007202,223307_at
SNOWBALL_007202,221436_s_at
SNOWBALL_007204,1554068_s_at
SNOWBALL_007204,1554067_at
SNOWBALL_007204,235026_at
SNOWBALL_007206,1555492_a_at
SNOWBALL_007206,237003_at
SNOWBALL_007206,224520_s_at
SNOWBALL_007209,209758_s_at
SNOWBALL_007209,213765_at
SNOWBALL_007209,213764_s_at
SNOWBALL_007211,220132_s_at
SNOWBALL_007211,233500_x_at
SNOWBALL_007211,200063_s_at
SNOWBALL_007216,207101_at
SNOWBALL_007216,213326_at
SNOWBALL_007216,207100_s_at
SNOWBALL_007218,227427_at
SNOWBALL_007221,218111_s_at
SNOWBALL_007227,230839_at
SNOWBALL_007227,207772_s_at
SNOWBALL_007228,209029_at
SNOWBALL_007229,212755_at
SNOWBALL_007229,212754_s_at
SNOWBALL_007229,237332_at
SNOWBALL_007231,213334_x_at
SNOWBALL_007231,207891_s_at
SNOWBALL_007235,202246_s_at
SNOWBALL_007239,224446_at
SNOWBALL_007240,209194_at
SNOWBALL_007244,206841_at
SNOWBALL_007246,230833_at
SNOWBALL_007246,223717_s_at
SNOWBALL_007246,223718_at
SNOWBALL_007247,220496_at
SNOWBALL_007248,208753_s_at
SNOWBALL_007248,213864_s_at
SNOWBALL_007248,208754_s_at
SNOWBALL_007248,208752_x_at
SNOWBALL_007248,212967_x_at
SNOWBALL_007248,1556121_at
SNOWBALL_007248,204528_s_at
SNOWBALL_007249,232543_x_at
SNOWBALL_007249,226906_s_at
SNOWBALL_007249,224451_x_at
SNOWBALL_007250,220073_s_at
SNOWBALL_007259,218988_at
SNOWBALL_007259,220396_at
SNOWBALL_007262,208869_s_at
SNOWBALL_007262,208868_s_at
SNOWBALL_007262,211458_s_at
SNOWBALL_007262,211457_at
SNOWBALL_007264,202291_s_at
SNOWBALL_007264,238481_at
SNOWBALL_007268,219992_at
SNOWBALL_007270,208417_at
SNOWBALL_007271,206486_at
SNOWBALL_007272,1552787_at
SNOWBALL_007272,1552788_a_at
SNOWBALL_007273,203202_at
SNOWBALL_007273,203203_s_at
SNOWBALL_007274,206762_at
SNOWBALL_007275,210355_at
SNOWBALL_007275,1556773_at
SNOWBALL_007275,206300_s_at
SNOWBALL_007275,211756_at
SNOWBALL_007277,206312_at
SNOWBALL_007279,225889_at
SNOWBALL_007279,235184_at
SNOWBALL_007281,235056_at
SNOWBALL_007281,205585_at
SNOWBALL_007281,225764_at
SNOWBALL_007283,225732_at
SNOWBALL_007283,225963_at
SNOWBALL_007283,225961_at
SNOWBALL_007284,208969_at
SNOWBALL_007288,218450_at
SNOWBALL_007293,208479_at
SNOWBALL_007293,230849_at
SNOWBALL_007296,200901_s_at
SNOWBALL_007296,200900_s_at
SNOWBALL_007297,220646_s_at
SNOWBALL_007303,231825_x_at
SNOWBALL_007303,218987_at
SNOWBALL_007304,217542_at
SNOWBALL_007304,217373_x_at
SNOWBALL_007304,229711_s_at
SNOWBALL_007304,205386_s_at
SNOWBALL_007304,238733_at
SNOWBALL_007304,244616_x_at
SNOWBALL_007304,225160_x_at
SNOWBALL_007304,211832_s_at
SNOWBALL_007304,237891_at
SNOWBALL_007310,236888_at
SNOWBALL_007313,200932_s_at
SNOWBALL_007313,214384_s_at
SNOWBALL_007314,207754_at
SNOWBALL_007314,241735_at
SNOWBALL_007314,225946_at
SNOWBALL_007314,235996_at
SNOWBALL_007316,218614_at
SNOWBALL_007316,227152_at
SNOWBALL_007317,221967_at
SNOWBALL_007319,214374_s_at
SNOWBALL_007319,1569464_at
SNOWBALL_007319,203736_s_at
SNOWBALL_007319,203735_x_at
SNOWBALL_007319,214375_at
SNOWBALL_007323,210587_at
SNOWBALL_007324,1564307_a_at
SNOWBALL_007324,1553505_at
SNOWBALL_007327,214427_at
SNOWBALL_007328,219761_at
SNOWBALL_007332,212954_at
SNOWBALL_007336,210004_at
SNOWBALL_007337,207585_s_at
SNOWBALL_007338,237484_at
SNOWBALL_007339,226934_at
SNOWBALL_007339,202469_s_at
SNOWBALL_007339,202470_s_at
SNOWBALL_007344,223580_at
SNOWBALL_007345,201161_s_at
SNOWBALL_007345,201160_s_at
SNOWBALL_007347,217942_at
SNOWBALL_007348,201353_s_at
SNOWBALL_007348,201354_s_at
SNOWBALL_007348,201355_s_at
SNOWBALL_007352,214154_s_at
SNOWBALL_007352,207717_s_at
SNOWBALL_007354,201313_at
SNOWBALL_007355,1555756_a_at
SNOWBALL_007355,1555214_a_at
SNOWBALL_007355,221698_s_at
SNOWBALL_007355,1554406_a_at
SNOWBALL_007355,1555213_a_at
SNOWBALL_007355,241098_at
SNOWBALL_007357,211076_x_at
SNOWBALL_007357,40489_at
SNOWBALL_007357,208871_at
SNOWBALL_007357,1555754_s_at
SNOWBALL_007358,219801_at
SNOWBALL_007359,201946_s_at
SNOWBALL_007359,201947_s_at
SNOWBALL_007363,205303_at
SNOWBALL_007363,205304_s_at
SNOWBALL_007365,1556209_at
SNOWBALL_007365,209732_at
SNOWBALL_007368,238526_at
SNOWBALL_007368,223471_at
SNOWBALL_007368,231399_at
SNOWBALL_007368,238853_at
SNOWBALL_007369,242496_at
SNOWBALL_007369,207220_at
SNOWBALL_007375,214621_at
SNOWBALL_007378,208121_s_at
SNOWBALL_007378,1554199_at
SNOWBALL_007380,222613_at
SNOWBALL_007380,218374_s_at
SNOWBALL_007381,210807_s_at
SNOWBALL_007381,207057_at
SNOWBALL_007381,241866_at
SNOWBALL_007386,218746_at
SNOWBALL_007386,218747_s_at
SNOWBALL_007387,1552440_at
SNOWBALL_007389,204222_s_at
SNOWBALL_007389,226136_at
SNOWBALL_007389,214085_x_at
SNOWBALL_007389,226142_at
SNOWBALL_007389,204221_x_at
SNOWBALL_007390,209721_s_at
SNOWBALL_007390,36030_at
SNOWBALL_007396,231425_at
SNOWBALL_007398,211730_s_at
SNOWBALL_007398,202586_at
SNOWBALL_007401,227758_at
SNOWBALL_007401,244745_at
SNOWBALL_007405,212160_at
SNOWBALL_007405,227117_at
SNOWBALL_007410,219841_at
SNOWBALL_007410,224499_s_at
SNOWBALL_007411,1552398_a_at
SNOWBALL_007411,1569401_at
SNOWBALL_007413,227450_at
SNOWBALL_007415,204964_s_at
SNOWBALL_007415,1561517_at
SNOWBALL_007415,226932_at
SNOWBALL_007415,204963_at
SNOWBALL_007423,204854_at
SNOWBALL_007424,220034_at
SNOWBALL_007424,213817_at
SNOWBALL_007424,1568830_at
SNOWBALL_007426,215455_at
SNOWBALL_007426,203046_s_at
SNOWBALL_007427,212067_s_at
SNOWBALL_007436,221166_at
